Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-06-2021,21.7,29.0,24.4,82.0,2,2.8,4.0,340.0,2.0,S 
02-06-2021,20.8,30.2,23.9,82.0,1.6,4.6,4.0,30.0,1.0,C 
03-06-2021,20.8,29.8,24.7,79.0,8888,7.4,3.0,260.0,1.0,C 
04-06-2021,21.3,31.2,25.0,78.0,8888,7.5,2.0,60.0,1.0,C 
05-06-2021,-,30.0,24.0,72.0,0.3,6.3,3.0,270.0,2.0,C 
06-06-2021,19.6,29.4,24.3,76.0,-,9.8,5.0,230.0,2.0,W 
07-06-2021,19.3,30.8,24.3,70.0,0.4,7.4,5.0,330.0,1.0,C 
08-06-2021,19.6,30.8,24.5,72.0,0,8.7,3.0,280.0,1.0,C 
09-06-2021,21.8,29.4,24.7,76.0,0,8.5,3.0,150.0,1.0,W 
10-06-2021,21.8,28.4,24.6,78.0,0,5.9,4.0,240.0,1.0,W 
11-06-2021,20.8,28.2,23.6,82.0,2.5,3.6,3.0,310.0,2.0,C 
12-06-2021,20.6,30.8,24.2,80.0,31.6,4.3,3.0,120.0,0.0,C 
13-06-2021,20.8,29.8,24.6,78.0,0,6.2,3.0,150.0,1.0,C 
14-06-2021,20.2,28.8,23.4,77.0,0,7.3,3.0,300.0,1.0,C 
15-06-2021,19.4,26.4,22.7,82.0,0,4.4,2.0,60.0,0.0,C 
16-06-2021,19.8,28.6,22.7,85.0,8888,0.0,5.0,310.0,2.0,C 
17-06-2021,20.4,30.4,23.5,78.0,0.2,5.1,3.0,290.0,1.0,C 
18-06-2021,20,29.8,23.3,82.0,0,3.2,5.0,90.0,1.0,C 
19-06-2021,21,26.6,22.6,86.0,1.2,6.3,5.0,290.0,1.0,C 
20-06-2021,20,27.0,21.8,87.0,11.2,0.2,3.0,150.0,1.0,C 
21-06-2021,18.5,27.8,21.7,84.0,19.7,5.3,4.0,100.0,1.0,C 
22-06-2021,18.2,28.8,22.6,80.0,14.6,4.2,2.0,260.0,0.0,C 
23-06-2021,18.4,26.6,23.1,86.0,1,7.3,2.0,90.0,1.0,C 
24-06-2021,20.8,26.4,22.9,86.0,2.2,0.0,3.0,80.0,1.0,W 
25-06-2021,20,28.8,23.5,81.0,8888,0.0,3.0,150.0,1.0,C 
26-06-2021,19.8,27.4,22.7,84.0,2.9,4.6,3.0,240.0,1.0,C 
27-06-2021,19.8,28.6,23.2,80.0,0.7,5.4,3.0,160.0,1.0,C 
28-06-2021,20,27.2,22.7,86.0,0,7.4,3.0,90.0,1.0,C 
29-06-2021,19.8,28.8,23.1,79.0,0.2,2.4,2.0,120.0,1.0,C 
30-06-2021,19.7,28.4,22.3,82.0,0.1,5.8,3.0,240.0,1.0,C 
