Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-07-2021,20,27.6,22.5,86.0,2,6.0,3.0,90.0,2.0,C 
02-07-2021,18,29.6,22.5,82.0,20.4,1.5,3.0,300.0,1.0,C 
03-07-2021,18.2,29.6,23.1,74.0,0,7.7,3.0,320.0,1.0,C 
04-07-2021,18.8,30.2,23.3,74.0,0,8.7,3.0,150.0,1.0,C 
05-07-2021,19,30.6,24.2,74.0,0,8.8,4.0,130.0,2.0,SE
06-07-2021,17.6,30.2,22.8,65.0,-,9.2,5.0,90.0,3.0,SE
07-07-2021,17.8,29.0,22.1,73.0,0,9.0,3.0,130.0,1.0,C 
08-07-2021,17.4,30.0,22.3,67.0,0,8.5,2.0,120.0,1.0,C 
09-07-2021,17.6,29.6,23.4,74.0,-,8.2,3.0,200.0,1.0,C 
10-07-2021,19.2,28.0,22.5,91.0,8888,6.6,2.0,240.0,0.0,C 
10-07-2021,19.2,28.0,22.5,91.0,8888,6.6,2.0,240.0,0.0,C 
11-07-2021,19.5,30.4,22.8,80.0,2.2,5.0,5.0,2.0,2.0,C 
12-07-2021,18.4,30.0,23.0,70.0,-,4.0,4.0,210.0,2.0,C 
13-07-2021,18.2,30.2,23.0,71.0,0,9.7,4.0,80.0,1.0,C 
14-07-2021,18.6,28.2,23.5,69.0,0,7.7,3.0,130.0,1.0,C 
15-07-2021,19,30.2,23.3,69.0,-,4.1,3.0,90.0,2.0,SE
16-07-2021,18.7,28.9,22.9,68.0,-,7.7,5.0,140.0,2.0,SE
17-07-2021,18.4,30.2,22.8,72.0,-,8.1,2.0,300.0,1.0,C 
18-07-2021,-,30.8,23.5,66.0,0,6.4,3.0,290.0,1.0,C 
19-07-2021,18.6,28.6,23.1,83.0,-,9.8,5.0,270.0,1.0,C 
20-07-2021,20,29.6,23.6,78.0,7.4,5.0,4.0,190.0,2.0,SW
21-07-2021,20,30.4,24.4,78.0,-,7.2,5.0,290.0,3.0,W 
22-07-2021,20.8,30.0,24.3,78.0,1.2,6.8,4.0,210.0,2.0,C 
23-07-2021,21,29.2,24.1,76.0,0,4.9,3.0,290.0,1.0,C 
24-07-2021,21.8,28.8,23.8,80.0,8888,5.1,4.0,130.0,2.0,E 
25-07-2021,17,31.6,23.3,58.0,0,4.6,5.0,150.0,3.0,SE
26-07-2021,16.2,31.0,22.2,61.0,-,9.8,6.0,160.0,3.0,SE
27-07-2021,15.6,31.8,22.1,61.0,-,9.5,4.0,70.0,2.0,SE
28-07-2021,15.8,31.2,22.6,66.0,0,9.7,4.0,160.0,1.0,C 
29-07-2021,17.4,30.2,22.7,69.0,0,9.8,4.0,100.0,2.0,E 
30-07-2021,17.8,30.0,23.6,74.0,0,8.4,2.0,120.0,1.0,C 
31-07-2021,20,29.0,24.1,74.0,8888,6.8,5.0,100.0,3.0,E 
