Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-09-2021,19.8,31.4,24.5,71.0,0,7.5,3.0,90.0,2.0,C 
02-09-2021,19.8,30.6,24.1,69.0,0,7.1,4.0,70.0,2.0,E 
03-09-2021,20.0,31.4,24.4,63.0,0,8.5,4.0,110.0,2.0,E 
04-09-2021,18.4,29.8,23.5,66.0,-,7.5,3.0,90.0,2.0,E 
05-09-2021,20.6,29.6,24.1,73.0,-,6.3,4.0,110.0,2.0,E 
06-09-2021,20.6,30.6,24.2,73.0,0,6.0,3.0,80.0,1.0,C 
07-09-2021,21.8,29.6,23.9,81.0,0,4.0,3.0,110.0,1.0,E 
08-09-2021,19.4,31.8,23.9,72.0,2.2,4.2,5.0,110.0,3.0,E 
09-09-2021,18.2,30.7,23.5,61.0,-,9.1,4.0,100.0,2.0,E 
10-09-2021,18.4,29.2,23.3,67.0,-,7.5,3.0,100.0,1.0,C 
11-09-2021,19.0,30.0,23.5,78.0,8888,6.2,3.0,150.0,1.0,SE
12-09-2021,21.0,28.2,23.9,81.0,20,3.9,3.0,90.0,2.0,E 
13-09-2021,21.6,30.0,24.7,74.0,0.4,0.3,4.0,131.0,2.0,E 
14-09-2021,21.5,27.3,21.7,90.0,0.2,2.1,2.0,300.0,0.0,C 
15-09-2021,19.4,29.2,23.6,83.0,18.3,0.0,3.0,260.0,1.0,C 
16-09-2021,19.0,29.8,23.1,77.0,0.6,3.1,2.0,140.0,1.0,C 
17-09-2021,19.7,31.0,24.2,71.0,1.6,5.8,4.0,90.0,2.0,E 
18-09-2021,19.8,31.6,25.3,65.0,0,8.3,3.0,112.0,2.0,E 
18-09-2021,19.8,31.6,25.3,65.0,0,8.3,3.0,112.0,2.0,E 
19-09-2021,20.6,30.5,24.5,72.0,0,8.3,3.0,40.0,2.0,NE
20-09-2021,20.6,31.4,23.8,74.0,-,5.8,4.0,110.0,1.0,E 
21-09-2021,19.0,29.2,22.7,78.0,0,2.9,4.0,90.0,2.0,NW
22-09-2021,20.2,30.8,24.4,72.0,2.7,4.7,4.0,100.0,2.0,E 
23-09-2021,20.4,29.2,23.6,76.0,0,3.8,4.0,110.0,2.0,E 
24-09-2021,20.5,30.6,24.3,74.0,0,4.8,3.0,30.0,2.0,SE
25-09-2021,20.2,29.6,23.9,81.0,-,2.2,2.0,290.0,1.0,E 
26-09-2021,20.0,29.6,21.9,89.0,0.4,4.6,3.0,130.0,2.0,SE
27-09-2021,19.6,30.0,23.7,82.0,26.6,5.3,3.0,240.0,1.0,E 
28-09-2021,20.2,30.6,24.7,74.0,8888,5.6,2.0,80.0,1.0,C 
29-09-2021,20.2,30.2,24.3,76.0,-,5.9,3.0,80.0,1.0,C 
30-09-2021,20.6,31.6,24.1,78.0,8888,5.3,3.0,140.0,1.0,NW
