Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-07-2023,20.0,28.8,24.5,70.0,0,5.3,3.0,50.0,1.0,C 
02-07-2023,20.2,29.8,23.9,72.0,0,3.1,2.0,250.0,0.0,C 
03-07-2023,19.8,30.2,23.8,75.0,0,6.2,3.0,240.0,0.0,C 
04-07-2023,19.8,28.4,23.7,76.0,0,6.5,3.0,215.0,0.0,C 
05-07-2023,20.0,30.6,24.2,74.0,-,4.8,3.0,260.0,1.0,C 
06-07-2023,20.2,27.8,24.3,82.0,8888,5.8,3.0,243.0,0.0,C 
07-07-2023,21.4,27.6,23.5,80.0,8.8,1.0,2.0,95.0,1.0,C 
08-07-2023,20.6,28.8,22.5,87.0,8888,0.6,2.0,260.0,0.0,C 
09-07-2023,20.4,29.5,23.8,80.0,2.7,3.7,2.0,280.0,0.0,C 
10-07-2023,19.8,28.8,23.3,79.0,8888,6.5,3.0,230.0,1.0,C 
11-07-2023,19.0,30.2,23.5,71.0,-,5.0,3.0,100.0,1.0,C 
12-07-2023,18.8,32.0,24.2,62.0,8888,7.8,3.0,94.0,1.0,C 
13-07-2023,19.0,31.0,24.4,67.0,-,8.3,3.0,100.0,1.0,C 
14-07-2023,19.0,30.0,23.9,75.0,-,7.8,2.0,90.0,1.0,E 
15-07-2023,19.9,29.6,23.7,75.0,0,7.8,3.0,111.0,1.0,C 
16-07-2023,20.0,30.3,23.8,74.0,0,6.6,3.0,110.0,1.0,NE
17-07-2023,19.4,30.2,24.0,70.0,0,6.8,3.0,70.0,1.0,C 
18-07-2023,17.0,32.0,23.8,65.0,8888,7.5,3.0,109.0,1.0,C 
19-07-2023,18.6,30.0,22.7,67.0,0,8.2,6.0,72.0,2.0,E 
20-07-2023,18.4,31.0,23.2,60.0,0,8.4,3.0,30.0,1.0,NE
21-07-2023,17.4,30.0,23.9,73.0,0,8.3,3.0,133.0,1.0,C 
22-07-2023,19.0,30.0,24.4,67.0,0,4.6,2.0,110.0,1.0,C 
23-07-2023,20.2,30.6,24.1,71.0,-,4.8,3.0,250.0,1.0,SW
24-07-2023,22.0,31.0,24.8,76.0,-,7.7,6.0,220.0,1.0,C 
25-07-2023,21.0,29.4,24.1,75.0,0,7.2,5.0,250.0,1.0,C 
26-07-2023,21.2,29.4,24.1,77.0,12.5,6.9,3.0,220.0,1.0,C 
27-07-2023,19.0,30.0,23.5,70.0,0,5.9,2.0,200.0,1.0,C 
28-07-2023,19.2,30.3,23.6,67.0,0,7.1,3.0,70.0,1.0,C 
29-07-2023,17.8,30.0,23.2,70.0,-,7.0,3.0,250.0,1.0,C 
30-07-2023,18.6,30.2,22.9,64.0,-,8.2,4.0,110.0,1.0,C 
31-07-2023,17.6,30.0,22.8,68.0,0,8.0,3.0,70.0,1.0,C 
