Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-10-2023,18,34.8,24.6,54.0,0,7.3,3.0,102.0,1.0,C 
02-10-2023,-,33.1,24.3,54.0,-,8.4,3.0,360.0,1.0,NE
03-10-2023,19.4,33.2,25.2,60.0,0,7.3,3.0,110.0,1.0,C 
04-10-2023,19.4,31.6,25.4,68.0,0,7.5,4.0,30.0,1.0,C 
05-10-2023,19,32.6,25.2,66.0,0,6.4,4.0,13.0,1.0,C 
06-10-2023,19.8,34.6,26.1,62.0,-,6.5,5.0,60.0,1.0,C 
07-10-2023,19.8,34.6,25.8,66.0,0,7.4,3.0,110.0,1.0,C 
08-10-2023,19.8,35.6,26.1,65.0,0,7.2,4.0,80.0,1.0,C 
09-10-2023,20.8,34.2,25.8,65.0,0,9.8,4.0,20.0,1.0,C 
10-10-2023,-,33.0,24.5,72.0,0,8.3,4.0,210.0,1.0,C 
11-10-2023,20.8,34.6,26.2,69.0,10.1,4.0,3.0,90.0,1.0,C 
12-10-2023,20.8,32.5,25.8,64.0,-,6.6,2.0,140.0,1.0,C 
13-10-2023,20.8,33.4,26.2,66.0,0,6.0,4.0,20.0,2.0,C 
14-10-2023,20.8,33.4,23.7,69.0,0,7.1,3.0,110.0,1.0,C 
15-10-2023,20.2,33.2,25.9,62.0,0,5.0,4.0,104.0,1.0,C 
16-10-2023,20.8,35.6,26.5,63.0,-,7.4,3.0,50.0,1.0,C 
17-10-2023,21.8,35.6,27.1,60.0,0,6.8,5.0,30.0,1.0,C 
18-10-2023,21.8,34.2,27.0,53.0,0,7.6,4.0,50.0,1.0,E 
19-10-2023,20.4,33.0,25.6,61.0,-,9.0,3.0,100.0,1.0,C 
20-10-2023,21.4,33.2,25.8,65.0,0,9.2,3.0,200.0,1.0,C 
21-10-2023,21.2,36.0,26.0,72.0,-,4.9,4.0,30.0,1.0,C 
22-10-2023,22,31.6,25.1,74.0,24.4,5.7,4.0,20.0,0.0,C 
23-10-2023,19.4,32.0,28.0,80.0,8888,5.0,3.0,200.0,1.0,C 
24-10-2023,20.4,31.0,24.7,79.0,11.4,5.9,4.0,260.0,1.0,C 
25-10-2023,21.2,31.0,23.9,81.0,0,5.1,3.0,260.0,1.0,C 
26-10-2023,20.2,33.6,25.9,68.0,25.3,5.7,6.0,200.0,1.0,C 
27-10-2023,21.2,34.0,26.3,63.0,0,9.0,3.0,70.0,1.0,C 
28-10-2023,20.6,33.6,26.2,60.0,0,8.8,8.0,50.0,2.0,C 
29-10-2023,20.4,34.5,26.0,56.0,0,9.3,4.0,100.0,1.0,C 
30-10-2023,20,33.2,26.4,62.0,0,9.3,4.0,108.0,1.0,C 
31-10-2023,20,32.4,26.0,70.0,-,7.6,3.0,280.0,0.0,C 
