Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-09-2023,18.6,32.6,24.3,65.0,0,7.2,3.0,16.0,1.0,C 
02-09-2023,18.8,31.4,24.5,62.0,0,9.0,4.0,230.0,1.0,C 
03-09-2023,18.4,32.4,23.5,63.0,0,7.6,2.0,70.0,1.0,E 
05-09-2023,-,31.0,22.7,66.0,-,7.9,3.0,90.0,1.0,C 
06-09-2023,16.2,31.4,23.9,67.0,0,6.9,2.0,40.0,1.0,C 
07-09-2023,19.9,31.5,24.8,70.0,0,7.4,5.0,295.0,1.0,C 
08-09-2023,21.8,33.0,25.5,69.0,0,7.2,2.0,245.0,1.0,C 
09-09-2023,20.4,31.6,25.0,64.0,0.2,8.4,3.0,210.0,1.0,C 
10-09-2023,20.5,31.0,24.8,70.0,0,7.2,3.0,240.0,1.0,C 
11-09-2023,18.5,32.6,24.2,59.0,0,7.0,4.0,130.0,1.0,C 
12-09-2023,18.4,34.0,26.8,58.0,0,8.5,3.0,90.0,1.0,E 
13-09-2023,19,34.0,24.8,62.0,0,8.1,5.0,32.0,2.0,NE
14-09-2023,19.2,29.4,23.7,67.0,0,8.3,4.0,65.0,2.0,N 
15-09-2023,19,31.4,23.9,66.0,-,5.5,4.0,100.0,1.0,C 
16-09-2023,18.8,30.8,23.7,74.0,0,6.0,3.0,100.0,1.0,C 
17-09-2023,20,31.0,24.8,70.0,17.5,4.5,4.0,100.0,1.0,C 
18-09-2023,21.2,32.2,25.7,68.0,0,6.8,4.0,90.0,1.0,C 
19-09-2023,21.4,29.8,24.5,70.0,0,6.2,3.0,220.0,0.0,C 
20-09-2023,21,32.2,25.1,71.0,0.2,3.2,2.0,55.0,1.0,C 
21-09-2023,21,32.8,25.0,69.0,-,3.2,4.0,300.0,1.0,C 
22-09-2023,18.8,32.8,24.8,62.0,0.3,7.4,3.0,220.0,1.0,C 
23-09-2023,19,31.4,23.9,64.0,0,7.9,4.0,210.0,2.0,NE
24-09-2023,19,32.6,24.2,64.0,-,7.2,2.0,80.0,1.0,C 
25-09-2023,19,33.2,24.9,66.0,0,7.0,4.0,47.0,1.0,C 
26-09-2023,19.6,34.0,25.2,57.0,0,9.2,4.0,131.0,1.0,C 
27-09-2023,19,32.0,24.6,60.0,0,9.0,3.0,90.0,1.0,C 
28-09-2023,19.8,33.8,25.2,61.0,0,8.4,3.0,100.0,1.0,C 
29-09-2023,19.9,34.8,28.1,46.0,0,9.2,4.0,120.0,1.0,C 
30-09-2023,19.8,34.0,25.6,56.0,0,9.0,8.0,110.0,1.0,C 
