Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-02-2025,21.3,28.8,23.9,84.0,0.2,0.0,4.0,260.0,1.0,C
02-02-2025,21.4,30.8,24.4,81.0,2.9,4.9,5.0,270.0,1.0,C
03-02-2025,21.8,30.2,24.8,82.0,0.0,4.0,4.0,200.0,1.0,W
04-02-2025,22.1,28.4,24.6,75.0,8888.0,3.5,3.0,290.0,1.0,W
05-02-2025,21.0,30.6,23.9,80.0,8888.0,8.0,5.0,290.0,2.0,W
06-02-2025,21.4,27.0,23.7,81.0,2.0,2.6,6.0,271.0,1.0,C
07-02-2025,21.4,30.0,24.1,85.0,8888.0,1.5,4.0,240.0,1.0,W
08-02-2025,21.2,32.2,24.6,83.0,0.2,4.8,7.0,270.0,1.0,W
09-02-2025,20.8,30.9,25.1,79.0,0.0,6.3,3.0,200.0,1.0,W
10-02-2025,22.3,31.4,25.1,82.0,0.0,6.9,3.0,280.0,1.0,C
11-02-2025,21.0,33.0,24.9,73.0,0.0,5.4,2.0,270.0,0.0,C
12-02-2025,20.6,32.2,25.3,70.0,0.0,5.0,2.0,250.0,0.0,C
13-02-2025,20.8,32.4,25.1,78.0,0.0,6.1,3.0,270.0,1.0,C
14-02-2025,21.1,31.4,25.2,79.0,5.2,5.4,4.0,240.0,1.0,C
15-02-2025,21.4,31.4,24.3,83.0,4.4,5.7,4.0,280.0,1.0,C
16-02-2025,21.4,31.6,24.2,84.0,8888.0,3.6,3.0,250.0,1.0,C
17-02-2025,21.8,30.6,23.6,85.0,10.7,3.6,4.0,280.0,0.0,C
18-02-2025,20.4,30.8,23.4,86.0,18.0,4.2,3.0,270.0,1.0,C
19-02-2025,20.8,31.0,23.3,87.0,5.2,5.1,5.0,250.0,1.0,C
20-02-2025,20.6,30.7,24.5,80.0,3.6,4.2,4.0,270.0,1.0,C
21-02-2025,21.6,32.6,25.0,84.0,0.2,8.0,3.0,270.0,1.0,C
22-02-2025,21.2,30.2,25.0,81.0,17.3,3.8,4.0,310.0,1.0,W
23-02-2025,21.6,30.8,24.2,82.0,0.0,6.4,4.0,260.0,1.0,C
24-02-2025,21.0,30.4,22.8,91.0,0.1,2.3,2.0,300.0,0.0,C
25-02-2025,20.4,30.2,23.1,88.0,29.9,2.9,4.0,60.0,0.0,C
26-02-2025,20.6,30.0,23.5,87.0,20.7,1.0,2.0,250.0,0.0,C
27-02-2025,21.0,30.8,24.1,84.0,1.2,1.3,2.0,300.0,0.0,C
28-02-2025,21.2,29.0,22.5,93.0,9.6,3.1,2.0,330.0,0.0,C
