TANGGAL;TN;TX;TAVG;RH_AVG;RR;SS;FF_X;DDD_X;FF_AVG;DDD_CAR
01-01-2000;25;31,2;27,8;76;0;0,2;8;45;4;NW
02-01-2000;25;31,2;27,3;80;1,7;0,7;12;360;6;N 
03-01-2000;25;31,4;27,6;77;2,5;1,6;11;360;5;SE
04-01-2000;25;31,5;27,2;81;0;2,5;12;45;6;NE
05-01-2000;25;31,3;26,9;82;12,5;0;14;225;6;SW
06-01-2000;24;31,9;26,7;78;21,4;1,8;15;315;5;SW
07-01-2000;25;29,8;25,9;86;7,6;0;11;270;5;SW
08-01-2000;24;29,8;25,7;86;15,6;0;7;225;3;SW
09-01-2000;23;32;27,3;79;5,4;4,2;8;225;3;SW
10-01-2000;23;32,4;27,7;76;10;6,7;11;225;0;N 
11-01-2000;24;30,8;26,6;84;18,8;0;6;270;3;NW
12-01-2000;24;33,5;27,5;76;0,8;6,6;13;315;4;SW
13-01-2000;25;33;27,8;74;0,5;2;10;225;4;N 
14-01-2000;24;30,3;26,6;83;7,2;2;9;315;3;SW
15-01-2000;25;28,3;28,1;77;38,8;6,3;9;225;3;SW
16-01-2000;24;32,1;28,2;76;20,2;5,8;14;225;8;SW
17-01-2000;23;27,9;25,7;-;1,8;0;14;225;8;SW
18-01-2000;24;27,5;25,9;85;5,4;0;15;225;7;SW
19-01-2000;24;29,7;27,2;75;21,5;0,5;12;225;6;SW
20-01-2000;24;27,9;25,3;90;0;0;13;315;7;SW
21-01-2000;27;31;27,6;80;29,2;5,6;14;315;8;NW
22-01-2000;25;30,9;28,6;71;0,1;3,8;14;315;6;NW
23-01-2000;26;31,8;28,3;71;0;6,5;9;270;5;SW
24-01-2000;24;31;28,6;76;27,7;1,5;11;315;5;W 
25-01-2000;23;32,1;28,3;80;0,1;4,5;15;270;8;W 
26-01-2000;23;28,9;25,7;86;60,2;0;17;270;8;NW
27-01-2000;23;29,9;26,3;86;65,2;0,8;17;315;10;NW
28-01-2000;24;30,8;28;76;5,8;2,5;11;315;7;N 
29-01-2000;24;32;28,8;71;1;4,6;11;315;6;NW
30-01-2000;25;28,9;26,2;87;62,8;0;8;315;5;SW
31-01-2000;25;31,4;26,8;84;36,3;0;13;315;6;SW
01-02-2000;24;30,9;27,5;79;5,2;1;13;270;7;NW
02-02-2000;24;30,6;27,7;76;20,9;3,1;13;315;9;NW
03-02-2000;24;30,9;26,4;84;32,5;3,4;17;315;9;NW
04-02-2000;24;31,4;26,6;78;41,3;7;9;225;6;W 
05-02-2000;24;31;27,2;80;1,8;4,6;9;270;4;NW
06-02-2000;23;28,4;25,9;87;44,8;2;13;315;5;NW
07-02-2000;23;27,5;24,6;94;24,5;1,8;17;225;7;SW
08-02-2000;23;26,6;25,5;88;54,1;0;14;225;7;SW
09-02-2000;24;29;25,6;84;4,3;0;11;270;5;SW
10-02-2000;24;31,3;26;82;1,5;2,3;11;225;6;SW
11-02-2000;24;30,2;26,2;78;58,9;2,4;11;315;6;NW
12-02-2000;24;31,5;26,5;84;0;1;10;270;5;NW
13-02-2000;26;30,3;27,6;74;0;1,8;14;315;5;NW
14-02-2000;26;32,2;28,1;80;0;7,4;12;315;4;NW
15-02-2000;26;31,5;28,2;78;0,1;2,4;8;315;4;NW
16-02-2000;26;32;28,2;78;0;6,2;13;315;4;NW
17-02-2000;26;32,7;28;74;0;8;17;225;10;SW
18-02-2000;25;31,8;28;76;3,9;3,3;14;270;5;NW
19-02-2000;24;31,7;27,6;79;8,5;5;7;360;3;NW
20-02-2000;25;30,8;26,6;81;0;0;8;270;3;NW
21-02-2000;25;32,6;28,3;78;8888;1,8;9;315;4;NW
22-02-2000;24;33,1;28,5;74;9,7;6,4;9;360;4;NW
23-02-2000;25;32,2;27,6;84;0;5,4;13;225;8;NW
24-02-2000;26;30,2;27,7;71;8888;4;15;270;10;SW
25-02-2000;25;30,9;27,5;70;2,2;1;14;315;6;SW
26-02-2000;25;29,8;27,3;78;8888;0;13;315;6;SW
27-02-2000;25;31;27,9;72;0;4,8;12;315;6;SW
28-02-2000;25;30,2;27,8;68;0;2,1;9;315;6;SW
29-02-2000;26;32,4;28,4;67;0;2,9;12;225;7;SW
01-03-2000;27;30,8;28,3;68;0;0;8;315;6;SW
02-03-2000;26;31,7;28,3;74;0;0,8;10;315;6;SW
03-03-2000;26;29,9;27,1;82;28,8;0,1;5;225;5;W 
04-03-2000;24;29,9;26,7;86;13,1;0,3;8;225;5;NW
05-03-2000;25;31,9;26,7;80;2;7,1;22;225;9;SW
06-03-2000;25;30,8;27,3;74;0,5;0,3;14;225;8;SW
07-03-2000;25;31,7;28,2;69;0;4,5;13;225;9;W 
08-03-2000;26;32,8;28,6;71;0;5,6;14;225;7;W 
09-03-2000;26;32,5;27,4;74;6,5;2,7;15;225;7;SW
10-03-2000;25;32,6;28,6;65;0;2,3;15;270;7;W 
11-03-2000;26;32;28;70;0;3;14;225;9;SW
12-03-2000;25;31;26,3;82;5,6;2,9;15;225;9;SW
13-03-2000;26;30,6;27,1;76;0;0,4;11;225;7;SW
14-03-2000;24;30,4;26;78;4;2,4;12;225;9;SW
15-03-2000;26;34,2;29,1;60;0;6,3;19;225;10;SW
16-03-2000;24;32,4;28,4;68;2,2;6;18;225;10;SW
17-03-2000;25;31,6;27;68;0;2,2;24;225;11;SW
18-03-2000;26;30,1;28,8;72;0;6,2;13;315;7;W 
19-03-2000;25;31,8;29;70;3,3;7;13;315;5;NW
20-03-2000;26;31,4;27,5;78;0;1;10;270;5;SW
21-03-2000;26;32,6;28,7;68;0;3,5;16;225;9;SW
22-03-2000;25;35,4;30;55;0;7,5;16;225;7;SE
23-03-2000;26;31;27,6;76;0;2,1;8;315;4;SW
24-03-2000;26;30,9;27,3;77;0;2,5;8;315;3;SW
25-03-2000;25;31;28,3;70;0;1,5;9;225;4;S 
26-03-2000;26;33,7;28,3;70;0;5,2;9;315;5;SW
27-03-2000;26;32,9;28,4;72;0;5,2;8;315;4;NW
28-03-2000;26;31,7;28,3;76;0;6,5;9;360;4;SE
29-03-2000;26;32,8;28,5;74;7;2,8;10;315;4;SW
30-03-2000;26;32,3;28,5;75;2,8;6,6;10;315;4;NW
31-03-2000;25;33,1;28,6;76;2,2;3,7;7;360;4;NW
01-04-2000;-;-;-;80;2,2;4,4;8;315;4;SW
02-04-2000;24;32,9;25,6;76;0;4,1;11;225;5;NW
03-04-2000;25;33,2;27;80;29,9;6,2;12;315;5;SW
04-04-2000;25;33,4;27,8;79;2,8;5,7;16;315;6;SW
05-04-2000;25;34,8;29,8;66;0;8;11;315;6;SW
06-04-2000;26;30,6;27,1;81;0,2;0;11;225;6;SW
07-04-2000;26;31;27,1;74;0,6;0;11;270;7;SW
08-04-2000;25;31,8;27,7;75;0;7,1;14;315;7;W 
09-04-2000;26;32;28,3;76;0;4,2;9;225;6;SW
10-04-2000;23;33,1;28,9;64;0,6;2,1;13;225;8;SW
11-04-2000;24;33,7;28,3;70;0;2,6;9;225;4;SE
12-04-2000;26;33,9;28,6;68;0,6;7,8;13;225;5;SW
13-04-2000;26;33,9;29,6;61;0,3;2,3;11;225;6;SW
14-04-2000;27;35;29,6;66;0;7,5;12;360;5;NW
15-04-2000;27;34,3;29,5;69;0;6,9;9;315;3;SE
16-04-2000;26;34,1;29,8;71;0;6,2;11;360;5;SW
17-04-2000;27;-;-;-;0;5,7;11;315;3;SW
18-04-2000;27;32,5;29;74;0;4,9;11;315;6;SW
19-04-2000;27;32,1;28,6;76;0;1,4;11;315;7;S 
20-04-2000;24;33,4;28,2;77;0;4,1;13;315;6;SE
21-04-2000;25;34,3;28;78;11,2;5;17;315;4;SW
22-04-2000;26;32,7;28,3;78;5,9;3,9;9;225;3;NE
23-04-2000;25;31,2;27,8;80;0;2,9;11;45;3;SE
24-04-2000;25;32,8;28,2;76;0;2,7;8;360;4;SW
25-04-2000;24;32,7;28,1;77;1,6;4,5;7;225;3;SW
26-04-2000;25;33,8;27,6;81;0;5,6;9;315;3;SW
27-04-2000;25;33,1;27,8;78;5,5;7,2;15;225;4;NW
28-04-2000;24;34,1;27,2;84;0;6,2;17;225;4;NE
29-04-2000;24;33,8;28,6;78;41,4;6,7;7;45;4;SE
30-04-2000;25;32,7;27,7;79;0;5,3;14;225;4;SW
01-05-2000;25;32,6;27,9;79;16,7;5,1;11;315;4;NW
02-05-2000;26;33,4;28,2;75;0,2;6,3;11;45;6;S 
03-05-2000;25;30,6;26,7;84;8888;0,4;11;360;4;SW
04-05-2000;-;-;-;82;16;3;11;180;3;SE
05-05-2000;24;33,1;27,5;80;0,8;4,7;6;315;3;SE
06-05-2000;24;33;28;77;0;5,9;6;225;3;SE
07-05-2000;25;33,8;29;72;0;6,6;9;315;4;NW
08-05-2000;25;34,5;27,8;80;29,3;3,3;9;270;4;SW
09-05-2000;26;33,8;28,7;-;0;5,8;7;360;4;SE
10-05-2000;24;34,1;29,4;73;0;6,5;5;360;4;SW
11-05-2000;25;33,3;28,4;79;16,2;6,7;8;315;4;SE
12-05-2000;26;32,7;28,8;70;1,4;6,5;9;315;5;SE
13-05-2000;27;35,2;29,8;69;0;5,1;11;360;4;SE
14-05-2000;25;32,4;29,3;74;0;6,1;8;315;4;SW
15-05-2000;26;31,5;28,6;73;0;1,8;8;270;4;NW
16-05-2000;26;32,4;29,2;79;4,6;4,5;12;90;6;SE
17-05-2000;26;34,2;29,4;76;2,8;3,5;12;45;5;SE
18-05-2000;25;34,7;29,3;74;0;5,8;8;360;5;SE
19-05-2000;25;33;28,9;74;0;3,3;8;315;4;SE
20-05-2000;25;32,4;28,1;-;3,4;4,9;7;315;4;SE
21-05-2000;26;33,4;29,5;74;0;6,2;5;360;4;NW
22-05-2000;27;34,4;29,4;75;0,6;6,4;5;315;4;SE
23-05-2000;26;35,1;29,9;73;0;6,4;4;45;5;E 
24-05-2000;26;34,4;29,5;74;0;6;12;360;4;NE
25-05-2000;26;33,4;29;74;0;6;7;45;4;SE
26-05-2000;27;34,5;29,6;71;0;6,2;7;315;4;NE
27-05-2000;26;34;29,6;74;0;7,1;5;315;4;NE
28-05-2000;24;33,4;28,3;72;0;7;5;225;4;NE
29-05-2000;25;34,6;29,3;71;0;5,6;11;225;4;NE
30-05-2000;25;33,4;28,6;71;8,2;5,5;5;360;4;SE
31-05-2000;26;33,8;28,9;76;0;5,3;9;360;4;NE
01-06-2000;26;33,8;29;66;0;0;8;90;4;NE
02-06-2000;24;31,2;27,5;74;0;0;8;45;5;NE
03-06-2000;24;27,6;25,5;91;8,2;0;8;90;6;E 
04-06-2000;24;33,8;27,2;83;2,5;3,5;11;45;6;SE
05-06-2000;26;32,6;27,5;79;1,3;4,7;8;315;4;E 
06-06-2000;27;32,6;28,9;76;0;3,4;10;315;4;NE
07-06-2000;26;33,5;28,7;74;0;3;9;90;3;SE
08-06-2000;25;33;28,9;75;0;4;8;135;3;SE
09-06-2000;27;33,4;28,4;75;0;5,4;8;45;3;NE
10-06-2000;25;34,5;29,1;73;0;5,4;14;45;6;NE
11-06-2000;27;34,2;29,1;72;0;5,5;12;90;5;NE
12-06-2000;23;32,9;29,2;74;0;2,1;10;360;5;SE
13-06-2000;25;32,8;27,7;76;31,1;5,5;8;360;4;SE
14-06-2000;24;32,8;28,4;77;0;4,7;8;360;4;NW
15-06-2000;26;33;27,7;72;18;5,5;9;360;3;NE
16-06-2000;25;34;28,8;64;0;5,5;10;360;5;SE
17-06-2000;26;33,7;28,8;66;0;5,8;16;90;5;NE
18-06-2000;24;28,1;26;84;0;0;8;90;4;SE
19-06-2000;25;32,4;27,2;79;3,6;2,5;8;90;4;SE
20-06-2000;25;34,5;28,2;73;1,6;5,5;12;90;6;E 
21-06-2000;25;28,7;26,1;83;0,4;0;9;90;5;E 
22-06-2000;25;30,4;26,9;79;8888;0,6;13;90;6;SE
23-06-2000;25;31,4;26,9;77;0;0,2;8;360;4;SE
24-06-2000;25;33,9;27,7;77;1,8;5,1;11;360;6;SE
25-06-2000;25;34;27,7;74;0;5,1;9;360;3;E 
26-06-2000;24;33,4;29,1;64;0;3,3;11;360;4;NE
27-06-2000;25;34;28;65;0;5,9;8;360;4;NE
28-06-2000;25;32;27,8;65;0;4;7;360;3;E 
29-06-2000;26;32,7;28,3;66;0;6,6;8;360;4;SE
30-06-2000;25;32,2;28,3;74;0,1;1,3;7;45;4;NE
01-07-2000;26;34,2;28,6;71;0;5,6;13;135;7;NE
02-07-2000;25;32,5;28,4;75;4,9;1,8;10;315;5;SE
03-07-2000;26;33,2;27,7;78;0;4;8;315;4;E 
04-07-2000;25;32,1;28,4;78;0;1,2;10;225;4;SW
05-07-2000;26;33,3;28,1;75;0;4,8;11;315;3;NW
06-07-2000;25;32,6;28,3;73;13,7;5,6;7;315;4;NW
07-07-2000;25;32,7;28,1;75;0;5,5;9;45;3;NE
08-07-2000;26;33,2;28,6;74;0;5,8;9;45;4;SE
09-07-2000;27;33,3;28,8;74;0,2;5,3;10;45;5;SW
10-07-2000;24;31,3;29,3;74;0;2,9;6;90;3;E 
11-07-2000;24;34,6;28,1;68;0;5,7;9;45;3;NE
12-07-2000;25;33,8;28,5;66;0;6;12;360;4;SE
13-07-2000;25;35;28,8;69;0;6,8;12;90;5;NE
14-07-2000;25;32,5;28,2;-;0;3,2;9;315;5;NW
15-07-2000;27;33,1;27,9;67;0;6,5;9;45;5;SE
16-07-2000;26;31,8;28,7;66;0;1,8;12;45;5;E 
17-07-2000;24;33,1;28,7;66;0;5,1;15;90;7;SE
18-07-2000;25;34,2;28,4;69;0;6,8;17;45;7;NE
19-07-2000;26;35;29,3;66;0;5,5;14;45;6;NE
20-07-2000;26;32,8;28,4;71;0;1,1;10;360;3;N 
21-07-2000;26;33,2;28,8;73;0;6,3;11;360;5;SE
22-07-2000;24;32,7;28,5;67;0;6,5;12;360;5;SE
23-07-2000;24;34,4;27,9;60;0;6,7;11;45;5;SE
24-07-2000;25;34,4;28,1;67;0;6,7;13;45;6;SE
25-07-2000;26;34,4;28,4;68;0;6,9;11;45;5;SE
26-07-2000;26;32,4;28,5;69;0;4,1;12;45;4;NE
27-07-2000;26;34;28,7;70;0;4,2;9;45;4;NE
28-07-2000;25;33,5;28,6;73;0;6,8;10;45;5;SE
29-07-2000;25;33,7;28,2;74;0;4,9;13;90;6;SE
30-07-2000;25;34,3;29,1;67;0;7;15;90;7;NE
31-07-2000;26;33,2;28,7;70;0;0,2;10;45;5;NE
01-08-2000;25;32,4;28,2;72;0;4;7;360;4;SW
02-08-2000;24;30,8;27,9;74;17;0,7;10;180;4;SE
03-08-2000;25;32,5;27,7;71;0;7;9;360;4;N 
04-08-2000;25;32,4;28,2;68;0;7,1;10;360;5;SW
05-08-2000;25;34,8;28,6;66;0;4,8;11;360;5;SW
06-08-2000;25;32,9;28,5;66;0;7,3;17;90;6;SW
07-08-2000;25;35,4;28,7;65;0;6,9;11;90;5;SW
08-08-2000;26;34,8;29;66;0;6,9;10;90;4;NE
09-08-2000;25;33,1;28,8;66;0;3;13;90;5;SW
10-08-2000;26;33,6;28,5;66;0;7,8;11;360;5;SW
11-08-2000;25;34,4;29;66;0;6,4;11;360;5;SW
12-08-2000;26;33;28,9;70;0;8;8;360;5;NE
13-08-2000;25;34;28,9;64;0;8;11;360;5;SW
14-08-2000;25;33,3;28,2;67;0;6,3;13;360;4;NE
15-08-2000;25;33,3;27,9;70;0;7,8;9;360;4;SE
16-08-2000;24;30,5;27,9;70;0;2,5;8;360;4;SE
17-08-2000;25;33,4;27,8;67;0;7;10;360;5;SE
18-08-2000;25;32,4;28;65;0;6,5;9;360;5;NE
19-08-2000;24;32,4;28,1;64;0;2,5;8;360;4;NE
20-08-2000;24;33,2;27,8;68;0;6,5;11;360;4;SE
21-08-2000;25;32,5;27,8;68;0;7,9;9;360;5;SE
22-08-2000;24;34,3;28,6;64;0;6,9;11;360;4;SE
23-08-2000;25;33,3;27,9;66;0,5;8;11;360;5;SE
24-08-2000;25;33,5;28,5;68;0;7,1;11;360;5;SE
25-08-2000;26;34,6;28,9;71;0;8;10;360;5;E 
26-08-2000;26;34,8;29;66;0;8;10;90;5;E 
27-08-2000;25;34,3;29,4;74;0,8;7,6;12;360;4;SE
28-08-2000;26;33,8;28,5;74;0;5,1;8;360;4;NE
29-08-2000;26;34,4;28,9;69;0;8;8;360;4;NE
30-08-2000;25;35,2;29,9;67;10,2;7,2;10;360;5;NE
31-08-2000;26;31,5;28;78;0;1;9;45;4;SE
01-09-2000;26;34,4;29,4;72;0;5,1;11;45;6;E 
02-09-2000;25;34,3;29,3;72;0;5,6;14;45;6;E 
03-09-2000;26;34,3;28,9;75;0;5,1;11;360;5;SE
04-09-2000;26;33,8;29,7;66;0;7,5;11;360;5;NE
05-09-2000;26;35;29,6;68;0;7,7;7;360;4;SE
06-09-2000;24;35;29,8;70;16,3;8;11;360;4;SE
07-09-2000;25;35,2;28,8;70;0;8;10;90;4;SE
08-09-2000;26;35,1;29,6;60;0;8;9;360;4;SE
09-09-2000;25;34,9;29,9;59;0;8;8;360;5;SE
10-09-2000;25;34;28,9;60;0;8;8;315;5;SE
11-09-2000;26;35;29,1;61;0;8;11;45;4;NE
12-09-2000;26;35,6;29,6;60;0;8;14;45;5;NE
13-09-2000;26;35,2;29,9;60;0;8;12;45;4;SE
14-09-2000;25;34,8;29,6;66;0;8;12;360;5;SE
15-09-2000;25;34,7;29,2;62;0;8;11;360;5;SE
16-09-2000;25;35,3;29,1;60;0;8;10;360;5;SE
17-09-2000;26;36;29,9;61;0;8;15;45;6;SE
18-09-2000;27;35,2;30,3;62;0;8;10;45;5;SE
19-09-2000;27;34,6;29,8;68;0;5;11;360;5;NE
20-09-2000;26;34,4;30;69;0;5,9;11;360;5;SE
21-09-2000;24;34,2;28,6;72;0;5,2;8;360;4;S 
22-09-2000;26;34,3;29,6;68;0;6;9;360;5;SW
23-09-2000;26;35,8;30,3;61;8888;8;10;360;3;NE
24-09-2000;24;33,8;29,4;68;2,1;4,9;13;360;4;NE
25-09-2000;26;35,8;29,4;72;0;7;14;360;5;SE
26-09-2000;25;34,3;29,5;66;0;4;6;315;4;SW
27-09-2000;26;36;29,7;64;0;8;10;360;4;SE
28-09-2000;26;35,5;30,4;63;0;7,5;10;360;4;SW
29-09-2000;27;35,4;29,7;66;0;7,8;10;45;5;SE
30-09-2000;27;33,8;29,7;68;0;5;6;90;4;SE
01-10-2000;26;34,1;30;62;0;7,6;11;225;5;SW
02-10-2000;26;34,1;29,5;65;0;4,7;10;180;4;SW
03-10-2000;26;35,2;29,9;65;0;4,7;9;135;4;SE
04-10-2000;26;34,4;28,8;69;8;0,8;13;360;6;NE
05-10-2000;26;30,2;27,5;73;0;0;10;135;4;S 
06-10-2000;26;35;29,5;66;0;0;11;360;5;NE
07-10-2000;26;34,8;28,8;67;0;0;11;225;5;NW
08-10-2000;26;35,5;29,9;62;0;6,5;9;360;4;N 
09-10-2000;26;34,8;29,2;62;0;7,4;11;180;6;S 
10-10-2000;26;35,6;30,2;62;0;7,7;10;360;5;SW
11-10-2000;26;35,8;29,5;67;0;7,2;9;315;4;SE
12-10-2000;27;35,4;29,9;67;0;6,7;8;360;4;SE
13-10-2000;27;35,8;30,1;66;0;3,8;10;225;4;SW
14-10-2000;26;35,9;30,5;68;0;7,8;8;360;4;N 
15-10-2000;27;34,2;29,1;68;0;5,2;9;25;4;SW
16-10-2000;26;33,8;28,9;70;0;0,4;8;315;4;SW
17-10-2000;25;35;29,3;72;13,9;0,3;8;360;4;SW
18-10-2000;26;32,5;28,3;72;0;0,3;12;180;7;SW
19-10-2000;26;34;29,4;65;0;4;11;270;5;SW
20-10-2000;25;35,1;30,2;58;0;4,6;11;360;5;S 
21-10-2000;26;34,1;29,6;66;0;8;10;315;5;W 
22-10-2000;26;32,2;28,3;75;4,2;7,8;14;315;6;SW
23-10-2000;26;31,8;28,6;71;5,2;1,4;11;270;5;SW
24-10-2000;26;33,8;28,8;73;0;0;10;270;5;N 
25-10-2000;25;32;28,7;67;0;3,9;10;270;5;W 
26-10-2000;26;34,3;29,3;69;8888;6,5;7;360;4;N 
27-10-2000;25;34,2;27,8;80;2,4;2,4;8;225;4;SW
28-10-2000;26;32,2;29,2;68;0;6,4;11;270;7;W 
29-10-2000;26;33,4;30;63;0;8;14;270;9;SW
30-10-2000;26;35,4;30,4;66;0;5,7;12;270;8;SW
31-10-2000;26;30,3;28,3;76;0;8;8;270;4;N 
01-11-2000;26;30,9;28,3;72;0;0;10;270;4;SW
02-11-2000;-;-;-;74;8,1;0;9;225;6;SW
03-11-2000;23;30;26,7;83;35,1;0;11;270;4;SW
04-11-2000;25;33,7;28,1;78;0;1,7;7;360;4;SW
05-11-2000;26;33,2;27,6;74;0;1;6;315;3;W 
06-11-2000;26;35,2;29,8;66;0;4,2;8;360;3;N 
07-11-2000;26;32,6;28,6;74;0;0,2;6;360;4;SW
08-11-2000;27;34,4;29,6;69;0;6,3;6;360;5;SW
09-11-2000;26;34,5;27,8;72;0,8;3,3;10;360;5;SE
10-11-2000;27;35,4;30,1;71;0;3,7;11;360;4;SW
11-11-2000;26;33,8;28,6;76;8888;1,2;10;270;4;S 
12-11-2000;26;34,7;29,6;64;0,3;4,2;10;270;4;S 
13-11-2000;26;33,9;29,7;76;0;5;8;360;5;NW
14-11-2000;26;34,1;28,6;74;0;5,8;11;360;5;SW
15-11-2000;27;34,2;29,3;68;0;4,9;10;270;4;NW
16-11-2000;24;34;28,2;78;8,5;1,8;10;135;4;SW
17-11-2000;25;33,2;29;82;0;1,3;8;90;3;W 
18-11-2000;26;35,8;28,9;72;0;3,1;6;360;3;NW
19-11-2000;25;33,1;29,3;78;19,6;3,2;14;360;4;NW
20-11-2000;26;33,2;28,9;75;0;0,7;8;360;3;NW
21-11-2000;25;34;28,4;80;59,3;0;9;180;4;SE
22-11-2000;25;29,6;27,2;84;8888;0;14;270;9;W 
23-11-2000;24;32,6;27,6;72;7;3;11;270;7;SW
24-11-2000;25;30,8;27,7;80;11,3;0;10;270;4;NW
25-11-2000;24;27,2;25,8;90;15,3;0;14;270;8;NW
26-11-2000;25;30,6;26,7;78;0;0,7;14;270;10;NW
27-11-2000;25;31,6;28,1;77;0;1;15;315;6;SW
28-11-2000;25;31,8;27,8;77;8888;1,7;14;315;9;NW
29-11-2000;26;31,8;28,3;69;0;0,4;17;225;12;W 
30-11-2000;26;33,4;28,7;71;0;1,7;19;270;11;NW
01-12-2000;26;34,1;29,6;66;0;7,9;-;270;13;W 
02-12-2000;25;34,4;29,5;58;0;6,7;21;315;11;NW
03-12-2000;26;34,4;29,3;63;0;8;17;270;9;W 
04-12-2000;25;33,5;29,3;63;0;4,8;14;270;8;W 
05-12-2000;24;34,4;29,3;57;0;7,8;11;315;6;SW
06-12-2000;26;33,1;28,5;64;0;2,9;11;270;9;NW
07-12-2000;26;33,5;29,4;60;0;6;14;270;10;SW
08-12-2000;27;32,2;29;62;0;1,5;14;270;10;W 
09-12-2000;26;31,8;29,1;66;0;1,3;11;270;7;W 
10-12-2000;25;33;29,1;66;0;1,3;9;225;5;SW
11-12-2000;26;33,8;28,7;73;0;3,5;10;225;6;W 
12-12-2000;24;34,4;29,6;-;0;4,6;11;270;6;NW
13-12-2000;26;30,2;27,5;75;1,9;0;9;225;7;SW
14-12-2000;26;34,6;30,6;64;2;5,3;13;270;7;NW
15-12-2000;26;32,7;29,6;74;0,5;3,3;11;315;5;NW
16-12-2000;26;32,6;27,7;72;0;1,1;10;225;6;SW
17-12-2000;25;30,4;27,5;76;7,1;0,7;9;270;5;SW
18-12-2000;26;32,8;29,6;62;0,1;0,8;11;315;6;NW
19-12-2000;26;34,6;29,7;63;0;5;11;270;6;SW
20-12-2000;26;34,8;28,8;70;0;4,2;11;270;5;W 
21-12-2000;27;33,3;29,3;69;0;2,2;11;270;6;W 
22-12-2000;25;33,5;28,6;71;0;1,6;16;270;7;W 
23-12-2000;26;30,2;27,6;70;2,1;0,8;17;225;7;SW
24-12-2000;26;29,4;26,7;77;0;0;11;360;6;SW
25-12-2000;26;31,7;27,9;80;2,8;0;9;225;5;SW
26-12-2000;25;32,3;28,9;76;1,8;4,8;10;270;4;SW
27-12-2000;26;33,6;29,3;77;2,5;6,3;7;315;3;NW
28-12-2000;26;34,5;28,2;76;0,2;0;6;315;2;NW
29-12-2000;24;35;29,5;68;0;3,6;8;225;3;W 
30-12-2000;25;33,8;27,6;78;4,4;0,5;5;180;2;SW
31-12-2000;26;33,4;29,2;73;0;0;7;315;2;NW
01-01-2001;-;-;-;-;-;-;7;60;7;NE
02-01-2001;-;-;-;-;-;-;3;130;3;SE
03-01-2001;-;-;-;-;-;-;3;90;3;E 
04-01-2001;25;33,8;25,8;79;0;-;8;270;4;SW
05-01-2001;26;31,8;27,6;87;1,8;-;5;360;5;N 
06-01-2001;25;31,9;27,8;76;0;-;10;270;5;W 
07-01-2001;26;30,5;26,9;75;0;-;10;270;5;SW
08-01-2001;24;32,8;28,4;73;0,1;-;13;315;6;SW
09-01-2001;23;32,2;27,2;80;110,4;-;17;225;6;SE
10-01-2001;23;31,2;26,6;81;35,3;-;13;360;7;W 
11-01-2001;25;30,8;28,5;66;8,9;-;11;315;7;W 
12-01-2001;26;32,1;28,2;68;0;-;10;315;7;SW
13-01-2001;27;34,1;29,4;62;0;-;14;270;8;SW
14-01-2001;27;31,6;29,3;68;0;-;11;270;5;W 
15-01-2001;27;32;29;70;0,2;-;10;270;7;SW
16-01-2001;25;31,4;27,8;72;0,2;-;16;225;10;W 
17-01-2001;23;30,2;26,9;79;1,6;-;17;225;10;SW
18-01-2001;23;30,3;26,1;78;5,6;-;17;270;8;SW
19-01-2001;26;31,6;27,3;79;1,4;-;10;315;6;W 
20-01-2001;24;31,5;27,5;73;0;-;9;315;6;NW
21-01-2001;25;32,4;27,6;80;3,9;-;9;225;5;SW
22-01-2001;24;32,6;27,7;79;1,6;-;7;225;3;NW
23-01-2001;25;30,8;27;81;41,5;-;8;360;4;NW
24-01-2001;25;34,1;29;66;0;-;23;270;10;SW
25-01-2001;26;32,9;28,2;76;0;-;8;270;4;SW
26-01-2001;26;33,8;29,1;72;31,8;-;7;360;3;N 
27-01-2001;26;35;29,5;75;1,1;-;7;360;4;SW
28-01-2001;25;33;28,7;78;0;-;9;270;4;NW
29-01-2001;26;32,1;28,1;75;0,9;-;17;180;7;NE
30-01-2001;25;30,9;27,1;81;8888;-;8;315;7;SW
31-01-2001;25;30,9;26,8;78;7;-;7;270;8;W 
01-02-2001;25;30,2;26,7;82;2;0;7;315;3;SW
02-02-2001;25;31,2;26,2;81;8888;1,1;9;225;4;SW
03-02-2001;26;30,6;27,7;72;8888;0;12;225;6;W 
04-02-2001;25;30,3;27,5;68;3,6;0;11;225;8;SW
05-02-2001;25;30,8;26,9;77;5,6;0;11;270;9;W 
06-02-2001;23;29,5;26,4;80;11,6;0,1;19;270;8;W 
07-02-2001;23;27,8;25,3;85;41,5;0;17;270;9;W 
08-02-2001;23;27,8;24,1;92;28,6;0;25;180;9;SW
09-02-2001;24;32,8;27,3;73;0;5,4;13;270;7;SW
10-02-2001;24;30;27,6;72;24,6;0,8;15;270;9;SW
11-02-2001;24;28,1;25,6;86;13,3;0;17;270;10;SW
12-02-2001;24;31,4;27;75;1,9;3,7;21;270;10;W 
13-02-2001;26;29;26,8;74;0;0;17;270;10;W 
14-02-2001;24;31,2;28;72;24,9;1,9;14;360;8;W 
15-02-2001;26;29,8;27,1;84;0,4;1,7;10;270;7;SW
16-02-2001;24;32,2;28,3;78;45,4;7,2;10;270;6;W 
17-02-2001;24;30,7;27,7;81;9,7;0,5;13;315;7;NW
18-02-2001;24;27,9;24,6;94;43,3;0;8;180;5;W 
