Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-11-2019,21.0,29.3,23.6,81.0,2.5,5.9,4.0,120.0,1.0,E 
02-11-2019,21.0,28.6,22.6,90.0,61.0,0.9,3.0,270.0,1.0,C 
03-11-2019,20.0,29.2,23.5,80.0,15.5,1.9,3.0,120.0,1.0,C 
04-11-2019,21.0,29.2,23.6,82.0,31.2,4.2,5.0,240.0,2.0,C 
05-11-2019,19.0,31.0,22.8,78.0,3.2,3.2,5.0,240.0,2.0,C 
06-11-2019,19.0,31.6,22.8,78.0,10.8,6.7,5.0,300.0,2.0,W 
07-11-2019,17.0,32.4,23.2,68.0,19.2,7.0,4.0,330.0,2.0,C 
08-11-2019,18.0,31.4,22.9,78.0,2.2,6.8,3.0,290.0,1.0,E 
09-11-2019,20.0,32.2,24.3,72.0,5.6,4.8,9.0,30.0,2.0,E 
10-11-2019,20.0,32.2,24.0,76.0,0.2,7.0,5.0,300.0,2.0,C 
11-11-2019,20.0,30.6,24.3,74.0,14.7,7.9,5.0,320.0,2.0,E 
12-11-2019,20.0,31.4,25.1,70.0,6.3,5.5,5.0,30.0,2.0,C 
13-11-2019,21.0,31.2,25.1,75.0,0.0,5.1,6.0,100.0,2.0,E 
14-11-2019,21.0,29.2,24.7,72.0,3.5,6.8,4.0,140.0,2.0,E 
15-11-2019,21.0,33.2,25.9,60.0,0.0,1.5,5.0,170.0,2.0,E 
16-11-2019,20.0,33.2,26.1,46.0,0.0,7.0,5.0,170.0,3.0,SE
17-11-2019,20.0,32.2,25.7,60.0,0.0,8.9,5.0,140.0,2.0,E 
18-11-2019,21.0,34.2,25.9,61.0,0.0,7.1,7.0,130.0,4.0,SE
19-11-2019,20.0,32.8,24.8,72.0,0.0,7.2,4.0,20.0,2.0,SE
20-11-2019,21.0,30.2,24.1,76.0,0.2,6.6,3.0,150.0,1.0,C 
21-11-2019,21.0,30.8,24.5,75.0,31.0,4.7,4.0,120.0,2.0,C 
22-11-2019,21.0,28.6,23.6,81.0,5.7,8.1,4.0,330.0,2.0,C 
23-11-2019,20.0,29.5,23.5,80.0,6.6,3.4,4.0,200.0,2.0,C 
24-11-2019,19.0,30.2,23.6,77.0,0.6,3.9,3.0,150.0,1.0,C 
25-11-2019,20.0,30.4,23.5,81.0,13.8,5.0,3.0,180.0,1.0,C 
26-11-2019,20.0,30.0,23.2,82.0,20.3,5.5,2.0,260.0,1.0,C 
27-11-2019,20.0,29.8,24.3,78.0,16.6,4.6,3.0,270.0,2.0,W 
28-11-2019,20.0,30.5,24.7,78.0,8888.0,4.7,3.0,140.0,1.0,NW
29-11-2019,21.0,31.3,25.5,75.0,0.2,4.5,5.0,120.0,2.0,C 
30-11-2019,21.0,32.2,24.5,76.0,0.0,5.2,3.0,120.0,1.0,C 
