Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-08-2019,17.0,30.6,22.9,65.0,0.0,9.4,5.0,210.0,2.0,E 
02-08-2019,18.0,30.6,23.7,70.0,0.0,9.2,5.0,300.0,2.0,SE
03-08-2019,17.0,30.0,22.1,70.0,0.0,5.3,5.0,90.0,2.0,SE
04-08-2019,17.0,30.8,22.3,60.0,0.0,6.7,3.0,20.0,2.0,SE
05-08-2019,15.0,29.4,21.3,59.0,0.0,8.3,5.0,260.0,2.0,W 
06-08-2019,16.0,29.8,21.5,61.0,0.0,9.6,5.0,100.0,2.0,E 
07-08-2019,16.0,29.0,22.0,60.0,0.0,9.4,5.0,270.0,2.0,SE
08-08-2019,17.0,30.6,22.3,65.0,0.0,8.7,3.0,110.0,1.0,C 
09-08-2019,17.0,30.4,23.1,67.0,0.0,9.5,3.0,100.0,1.0,C 
10-08-2019,18.0,30.2,23.2,67.0,0.0,8.3,6.0,210.0,2.0,C 
11-08-2019,18.0,30.4,23.1,68.0,0.0,9.7,4.0,240.0,2.0,C 
12-08-2019,18.0,30.2,22.7,70.0,0.0,8.9,4.0,270.0,1.0,W 
13-08-2019,18.0,30.0,23.0,70.0,0.0,8.2,5.0,280.0,2.0,C 
14-08-2019,18.0,30.0,23.1,72.0,0.0,6.3,3.0,10.0,2.0,E 
15-08-2019,19.0,30.0,24.2,68.0,0.0,5.7,5.0,80.0,2.0,E 
16-08-2019,19.0,31.6,23.5,68.0,8888.0,5.5,4.0,270.0,2.0,C 
17-08-2019,19.0,31.6,23.8,61.0,8888.0,7.9,5.0,120.0,2.0,E 
18-08-2019,17.0,30.4,22.3,62.0,0.0,7.7,5.0,140.0,2.0,C 
19-08-2019,17.0,30.8,22.8,62.0,0.0,8.3,5.0,140.0,2.0,SE
20-08-2019,17.0,30.6,23.2,66.0,0.0,8.0,6.0,100.0,2.0,E 
21-08-2019,18.0,32.4,23.5,68.0,0.0,7.5,6.0,20.0,3.0,E 
22-08-2019,18.0,30.2,23.6,71.0,0.0,8.8,4.0,130.0,1.0,C 
23-08-2019,19.0,32.4,24.1,61.0,0.0,5.5,8.0,120.0,3.0,SE
24-08-2019,17.0,30.6,22.5,68.0,0.0,9.2,5.0,90.0,2.0,E 
25-08-2019,18.0,30.6,23.0,70.0,0.0,8.2,4.0,150.0,2.0,SE
26-08-2019,18.0,29.6,23.4,72.0,0.0,7.8,5.0,160.0,2.0,C 
27-08-2019,20.0,29.2,23.4,77.0,0.0,4.8,4.0,300.0,2.0,E 
28-08-2019,20.0,30.8,24.1,73.0,0.2,4.9,4.0,270.0,2.0,NE
29-08-2019,20.0,31.4,24.2,66.0,0.0,7.1,4.0,290.0,1.0,C 
30-08-2019,19.0,32.8,24.1,58.0,8888.0,6.7,5.0,160.0,2.0,SE
31-08-2019,16.0,30.4,22.3,52.0,0.0,8.6,4.0,120.0,2.0,SE
