Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-05-2019,22.0,29.4,25.1,81.0,6.1,4.3,5.0,250.0,2.0,W 
02-05-2019,21.6,30.4,24.5,76.0,0.0,5.4,5.0,290.0,2.0,E 
03-05-2019,21.0,31.2,24.4,80.0,0.6,5.7,4.0,300.0,2.0,C 
04-05-2019,21.0,30.6,24.9,79.0,0.4,7.7,5.0,300.0,2.0,W 
05-05-2019,21.0,29.6,23.9,82.0,32.2,7.1,4.0,120.0,2.0,SE
06-05-2019,21.0,27.6,23.8,85.0,1.2,5.0,4.0,290.0,1.0,W 
07-05-2019,20.0,29.4,24.0,80.0,12.5,3.7,3.0,270.0,1.0,C 
08-05-2019,20.0,29.2,23.7,84.0,8888.0,6.4,4.0,160.0,2.0,C 
09-05-2019,21.0,30.0,23.6,85.0,9.0,3.9,4.0,250.0,2.0,SE
10-05-2019,21.0,30.0,24.1,82.0,59.0,7.1,3.0,120.0,1.0,C 
11-05-2019,20.0,29.2,23.5,84.0,3.0,5.3,5.0,270.0,2.0,C 
12-05-2019,20.0,31.0,23.9,80.0,14.7,4.9,7.0,300.0,2.0,C 
13-05-2019,20.0,29.0,24.1,81.0,10.5,6.6,3.0,150.0,1.0,C 
14-05-2019,21.0,29.6,24.1,78.0,5.8,6.2,4.0,140.0,1.0,C 
15-05-2019,20.0,29.2,23.5,82.0,0.2,5.8,3.0,110.0,2.0,E 
16-05-2019,20.0,30.2,23.4,86.0,17.5,4.9,5.0,270.0,2.0,C 
17-05-2019,19.0,30.5,23.6,73.0,34.0,7.1,5.0,100.0,2.0,C 
18-05-2019,19.0,28.4,23.0,74.0,0.0,9.4,4.0,200.0,1.0,S 
19-05-2019,19.0,29.0,23.2,76.0,0.0,6.0,5.0,240.0,1.0,C 
20-05-2019,19.0,29.2,23.9,79.0,0.0,7.6,4.0,120.0,2.0,SE
21-05-2019,19.0,30.4,24.0,74.0,2.3,5.0,5.0,90.0,2.0,C 
22-05-2019,19.0,30.2,24.0,78.0,0.0,8.7,5.0,140.0,2.0,W 
23-05-2019,19.0,30.2,23.5,72.0,8888.0,7.0,4.0,130.0,2.0,C 
24-05-2019,19.0,30.6,24.3,71.0,0.0,6.6,6.0,40.0,2.0,C 
25-05-2019,20.0,30.2,23.8,73.0,0.0,8.9,5.0,270.0,1.0,C 
26-05-2019,20.0,30.0,23.7,75.0,0.0,8.2,4.0,100.0,1.0,C 
27-05-2019,20.0,28.8,23.7,78.0,1.3,6.3,3.0,210.0,2.0,C 
28-05-2019,19.0,28.6,23.5,80.0,0.0,5.5,4.0,290.0,1.0,C 
29-05-2019,20.0,29.4,23.3,82.0,19.8,4.6,4.0,20.0,2.0,C 
30-05-2019,20.0,30.0,23.4,80.0,2.5,7.4,4.0,140.0,1.0,C 
31-05-2019,19.0,30.0,23.5,68.0,10.4,6.9,4.0,140.0,2.0,SE
