Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-04-2019,20.0,30.6,23.1,84.0,0.9,2.7,3.0,280.0,1.0,SE
02-04-2019,20.1,28.6,23.1,85.0,0.0,4.6,3.0,300.0,2.0,C 
03-04-2019,18.9,30.4,23.2,80.0,11.0,4.4,3.0,160.0,2.0,C 
04-04-2019,18.6,29.2,23.9,84.0,16.6,7.4,4.0,270.0,1.0,C 
05-04-2019,20.8,28.4,23.6,85.0,36.1,4.5,4.0,350.0,1.0,C 
06-04-2019,20.0,30.2,23.4,82.0,7.0,3.4,3.0,300.0,2.0,C 
07-04-2019,19.8,32.0,24.0,79.0,8888.0,6.7,7.0,240.0,2.0,W 
08-04-2019,20.0,30.6,23.5,86.0,49.7,7.5,4.0,280.0,1.0,C 
09-04-2019,20.7,30.8,24.8,82.0,28.4,7.7,4.0,250.0,1.0,C 
10-04-2019,22.0,31.6,25.9,76.0,8888.0,7.1,6.0,240.0,3.0,W 
11-04-2019,22.6,31.4,25.7,74.0,0.0,8.7,5.0,280.0,2.0,C 
12-04-2019,21.4,31.0,24.9,75.0,0.0,5.8,7.0,210.0,2.0,SW
13-04-2019,21.4,30.0,24.4,84.0,0.1,8.4,3.0,270.0,1.0,C 
14-04-2019,21.2,29.4,23.7,85.0,29.0,3.7,5.0,310.0,1.0,C 
15-04-2019,20.9,31.2,24.1,82.0,23.0,4.0,3.0,160.0,2.0,W 
16-04-2019,20.8,28.8,23.1,84.0,2.8,6.3,4.0,210.0,1.0,C 
17-04-2019,19.8,28.7,23.0,86.0,9.6,4.0,5.0,290.0,1.0,C 
18-04-2019,19.8,29.0,23.1,89.0,5.5,6.0,3.0,130.0,1.0,C 
19-04-2019,20.2,27.4,23.2,89.0,13.0,3.2,3.0,140.0,1.0,C 
20-04-2019,20.8,28.8,24.1,87.0,22.2,2.0,3.0,230.0,1.0,C 
21-04-2019,20.6,28.6,23.6,80.0,8888.0,2.0,4.0,130.0,1.0,C 
22-04-2019,19.8,31.4,24.4,75.0,0.0,4.5,6.0,120.0,2.0,SE
23-04-2019,20.2,31.0,24.7,80.0,0.0,7.1,5.0,140.0,2.0,SE
24-04-2019,21.6,26.8,23.4,83.0,7.3,6.6,2.0,280.0,0.0,C 
25-04-2019,19.8,29.6,23.6,82.0,0.2,0.0,4.0,210.0,1.0,C 
26-04-2019,19.9,29.4,24.1,82.0,19.5,5.9,3.0,250.0,1.0,C 
27-04-2019,19.0,29.4,24.1,85.0,1.0,5.7,3.0,150.0,1.0,C 
28-04-2019,19.8,27.7,23.0,88.0,8.8,4.7,2.0,240.0,1.0,C 
29-04-2019,21.4,30.4,24.9,83.0,2.4,3.6,5.0,260.0,2.0,C 
30-04-2019,21.8,30.4,25.3,86.0,4.8,5.8,5.0,250.0,2.0,W 
