TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG
25.0,31.2,27.8,75.0,0.0,1.9,6.0,360.0,2.0
26.0,34.0,29.0,73.0,0.0,5.0,8.0,45.0,4.0
27.0,34.8,29.4,66.0,0.0,6.5,10.0,180.0,4.0
24.0,33.8,29.6,61.0,2.9,2.6,16.0,225.0,8.0
26.0,33.0,28.4,68.0,0.0,0.4,13.0,270.0,7.0
25.0,32.2,28.9,70.0,0.8,0.3,10.0,270.0,5.0
25.0,29.6,27.1,78.0,0.0,0.3,15.0,270.0,6.0
26.0,33.2,27.7,74.0,0.0,4.3,10.0,270.0,6.0
26.0,34.4,29.3,66.0,0.0,1.8,11.0,225.0,6.0
27.0,35.2,29.7,69.0,0.0,2.8,10.0,315.0,3.0
26.0,32.8,28.5,76.0,2.5,8.0,17.0,270.0,5.0
25.0,31.0,28.0,79.0,0.0,0.7,11.0,315.0,4.0
24.0,32.0,27.6,79.0,5.0,1.5,15.0,315.0,4.0
23.0,30.7,27.2,78.0,5.9,2.2,15.0,270.0,7.0
23.0,28.6,25.2,86.0,3.9,0.0,15.0,270.0,9.0
25.0,28.8,25.8,84.0,0.2,0.0,19.0,225.0,9.0
24.0,29.8,26.8,79.0,15.4,0.0,11.0,225.0,8.0
24.0,30.8,25.8,82.0,10.7,2.3,14.0,270.0,7.0
24.0,31.2,28.0,75.0,14.1,4.7,10.0,270.0,5.0
23.0,27.9,24.7,90.0,48.9,0.0,10.0,225.0,6.0
26.0,30.9,27.6,78.0,0.0,3.3,10.0,180.0,7.0
26.0,31.4,28.4,74.0,0.0,5.9,11.0,270.0,7.0
24.0,30.2,27.2,78.0,19.4,2.0,12.0,180.0,5.0
23.0,26.4,25.0,99.0,126.4,0.0,11.0,315.0,4.0
23.0,32.4,26.4,87.0,83.6,4.3,8.0,315.0,4.0
24.0,29.9,25.7,94.0,4.7,0.0,10.0,315.0,5.0
24.0,32.5,28.2,64.0,0.0,7.0,13.0,315.0,5.0
27.0,32.4,28.6,76.0,0.0,3.9,17.0,315.0,7.0
24.0,32.6,28.6,76.0,31.5,8.0,14.0,315.0,6.0
24.0,31.0,27.6,84.0,57.0,2.8,5.0,315.0,6.0
26.0,32.0,28.5,77.0,0.0,3.6,12.0,315.0,5.0
25.0,32.5,28.7,76.0,0.3,5.9,14.0,315.0,6.0
26.0,33.6,28.7,74.0,0.0,8.0,11.0,270.0,6.0
26.0,31.8,28.1,76.0,0.0,3.9,14.0,270.0,6.0
26.0,33.0,28.7,76.0,1.5,5.5,12.0,315.0,4.0
26.0,33.8,28.3,76.0,0.0,5.7,10.0,315.0,4.0
25.0,33.2,28.1,78.0,4.1,4.9,7.0,90.0,3.0
25.0,34.0,29.3,77.0,7.0,8.0,8.0,315.0,4.0
23.0,30.5,27.8,86.0,19.9,0.2,19.0,270.0,7.0
24.0,32.4,27.4,84.0,5.7,1.5,8.0,315.0,3.0
25.0,29.6,26.7,80.0,6.5,0.8,10.0,270.0,3.0
26.0,31.0,27.5,68.0,0.0,3.3,8.0,270.0,4.0
26.0,32.8,28.3,74.0,0.0,2.6,10.0,360.0,3.0
24.0,29.5,27.0,83.0,7.8,0.6,9.0,315.0,3.0
25.0,33.6,28.3,77.0,0.0,6.8,10.0,270.0,2.0
26.0,33.3,28.7,73.0,0.0,4.6,10.0,45.0,3.0
24.0,32.2,27.4,80.0,0.2,3.1,10.0,315.0,3.0
25.0,32.6,28.1,81.0,0.0,8.0,14.0,315.0,3.0
26.0,29.4,27.6,78.0,1.1,0.0,13.0,315.0,5.0
27.0,29.4,27.6,80.0,0.2,0.3,13.0,270.0,6.0
27.0,30.8,28.8,72.0,3.8,1.3,15.0,315.0,7.0
26.0,28.2,27.2,83.0,4.6,0.0,14.0,315.0,5.0
25.0,31.3,27.2,83.0,0.0,0.8,13.0,270.0,6.0
26.0,32.6,28.4,76.0,0.0,0.6,12.0,315.0,5.0
27.0,34.7,29.6,66.0,0.0,7.8,18.0,270.0,5.0
25.0,32.3,27.9,74.0,9.0,0.2,8.0,315.0,2.0
25.0,30.8,27.3,83.0,0.0,2.2,11.0,315.0,5.0
25.0,30.8,28.2,73.0,0.0,1.9,9.0,225.0,4.0
26.0,33.7,28.5,74.0,0.0,8.0,16.0,225.0,10.0
24.0,28.5,27.6,79.0,7.9,0.0,12.0,270.0,4.0
24.0,29.8,26.5,83.0,0.0,0.0,9.0,225.0,4.0
26.0,32.6,27.7,80.0,2.8,4.3,8.0,225.0,4.0
26.0,32.8,28.7,72.0,0.0,4.7,10.0,225.0,5.0
23.0,30.6,28.1,77.0,91.9,0.0,8.0,270.0,4.0
23.0,28.5,25.2,91.0,10.0,0.0,14.0,270.0,5.0
23.0,30.6,26.3,82.0,0.0,7.3,9.0,270.0,4.0
26.0,32.0,28.3,76.0,0.0,8.0,13.0,315.0,7.0
26.0,30.7,28.2,74.0,3.8,3.1,16.0,270.0,7.0
24.0,30.0,27.6,81.0,48.7,0.0,14.0,315.0,8.0
24.0,31.2,28.2,78.0,30.3,2.3,18.0,315.0,8.0
24.0,31.6,28.5,76.0,43.5,2.1,11.0,270.0,7.0
25.0,30.2,28.1,76.0,36.5,0.0,16.0,270.0,6.0
25.0,30.4,27.6,82.0,57.8,0.0,14.0,270.0,6.0
24.0,28.5,26.3,86.0,24.4,0.0,14.0,270.0,6.0
24.0,30.2,26.9,83.0,101.7,0.0,14.0,315.0,5.0
23.0,27.4,25.2,95.0,72.3,0.0,10.0,315.0,3.0
23.0,29.6,25.2,90.0,7.3,0.7,7.0,225.0,3.0
25.0,30.4,27.3,82.0,0.0,5.8,16.0,270.0,5.0
26.0,31.8,28.2,76.0,42.0,6.2,12.0,270.0,6.0
25.0,32.5,27.7,82.0,6.5,3.2,9.0,270.0,3.0
26.0,32.6,28.3,79.0,0.0,7.5,13.0,225.0,6.0
26.0,32.4,28.8,76.0,0.0,2.1,13.0,315.0,6.0
26.0,32.4,28.9,73.0,0.0,4.6,12.0,270.0,5.0
26.0,30.8,27.9,78.0,0.5,1.7,13.0,270.0,6.0
27.0,33.6,28.8,74.0,0.0,1.6,9.0,270.0,5.0
26.0,32.7,29.4,72.0,0.0,4.0,10.0,315.0,6.0
26.0,33.0,28.9,71.0,0.0,7.3,12.0,225.0,8.0
27.0,33.3,29.7,66.0,0.0,6.3,8.0,315.0,6.0
24.0,32.5,27.9,80.0,10.3,3.9,8.0,315.0,5.0
25.0,32.0,27.4,79.0,2.7,2.7,7.0,315.0,6.0
26.0,30.6,27.6,74.0,0.0,0.6,4.0,225.0,8.0
25.0,32.9,27.5,79.0,26.8,0.0,22.0,225.0,6.0
24.0,29.4,26.4,80.0,10.9,0.6,3.0,225.0,8.0
24.0,30.6,26.5,86.0,3.6,3.5,5.0,315.0,8.0
24.0,30.5,27.8,77.0,10.5,3.3,15.0,225.0,9.0
25.0,31.8,28.2,72.0,0.0,3.8,12.0,315.0,5.0
25.0,33.9,28.3,74.0,0.9,8.0,10.0,270.0,3.0
25.0,31.3,27.6,80.0,1.6,1.0,11.0,315.0,4.0
24.0,33.0,27.6,80.0,0.0,3.6,13.0,315.0,5.0
25.0,32.0,28.0,76.0,0.0,4.8,10.0,225.0,4.0
24.0,34.4,28.7,70.0,6.6,4.5,15.0,270.0,4.0
25.0,33.2,28.7,69.0,1.6,7.4,16.0,225.0,9.0
24.0,30.4,26.3,82.0,6.3,0.2,8.0,315.0,3.0
24.0,30.9,25.8,88.0,3.5,0.9,9.0,225.0,4.0
25.0,32.3,27.9,76.0,0.0,8.0,10.0,360.0,3.0
24.0,33.2,29.0,75.0,75.6,6.9,8.0,315.0,3.0
25.0,32.0,27.7,85.0,0.0,8.0,12.0,315.0,5.0
25.0,32.5,29.2,75.0,6.1,5.7,7.0,315.0,4.0
27.0,33.0,29.2,70.0,0.0,8.0,15.0,225.0,8.0
26.0,34.9,29.6,62.0,0.0,8.0,15.0,225.0,7.0
27.0,36.0,30.5,60.0,0.0,8.0,15.0,225.0,8.0
27.0,36.8,30.9,59.0,0.0,8.0,15.0,225.0,7.0
26.0,35.0,29.7,64.0,0.1,7.5,10.0,315.0,4.0
26.0,34.4,29.6,72.0,0.0,8.0,10.0,360.0,4.0
26.0,34.2,29.2,74.0,0.0,8.0,10.0,315.0,3.0
26.0,34.5,29.6,73.0,0.0,6.3,10.0,45.0,4.0
26.0,33.8,29.9,72.0,0.0,4.8,11.0,45.0,5.0
26.0,34.8,29.5,84.0,0.0,5.8,10.0,315.0,4.0
26.0,35.0,30.1,82.0,0.0,3.0,10.0,270.0,7.0
26.0,33.8,29.8,68.0,0.0,5.2,15.0,315.0,7.0
27.0,34.8,29.8,70.0,5.0,4.3,11.0,225.0,5.0
25.0,34.3,29.6,78.0,0.0,4.8,8.0,225.0,5.0
26.0,34.8,29.1,73.0,0.0,7.8,11.0,270.0,4.0
26.0,34.6,29.8,76.0,0.0,8.0,10.0,180.0,4.0
25.0,34.6,30.0,71.0,3.4,7.7,4.0,225.0,6.0
23.0,34.6,29.4,75.0,45.3,7.7,9.0,360.0,2.0
24.0,31.4,26.9,77.0,0.0,3.6,7.0,270.0,3.0
26.0,33.3,29.0,80.0,0.0,6.0,10.0,360.0,4.0
26.0,34.8,29.3,73.0,0.0,8.0,10.0,315.0,3.0
27.0,35.6,30.3,76.0,2.8,5.6,10.0,315.0,5.0
27.0,34.4,30.2,74.0,0.0,0.0,9.0,360.0,3.0
27.0,35.4,30.6,88.0,0.0,6.5,4.0,90.0,0.0
27.0,35.2,30.1,85.0,0.0,0.0,8.0,360.0,3.0
27.0,34.8,30.0,75.0,0.0,0.0,8.0,270.0,2.0
27.0,34.8,30.4,77.0,0.0,2.5,7.0,360.0,4.0
26.0,34.8,30.3,84.0,11.2,0.0,18.0,315.0,4.0
27.0,35.0,29.7,75.0,0.0,0.0,11.0,270.0,4.0
24.0,33.8,27.9,72.0,121.4,3.0,11.0,180.0,4.0
25.0,33.4,28.2,78.0,0.0,6.8,8.0,45.0,3.0
26.0,33.0,28.7,76.0,0.0,3.4,13.0,45.0,4.0
25.0,32.6,28.7,72.0,22.6,3.2,11.0,45.0,5.0
26.0,32.8,28.4,72.0,0.0,5.8,10.0,45.0,4.0
24.0,34.6,29.4,71.0,2.6,6.7,12.0,45.0,4.0
27.0,33.6,29.1,78.0,0.0,5.1,13.0,360.0,4.0
28.0,34.6,30.3,73.0,0.0,6.4,11.0,225.0,4.0
26.0,32.5,28.5,79.0,5.7,3.6,7.0,360.0,3.0
26.0,33.2,29.3,73.0,0.0,0.9,8.0,360.0,3.0
26.0,33.4,29.5,72.0,0.2,2.8,6.0,360.0,3.0
27.0,34.2,29.5,76.0,0.2,6.0,9.0,45.0,3.0
26.0,34.5,29.9,74.0,0.2,5.9,9.0,360.0,4.0
26.0,34.0,29.6,72.0,0.5,6.5,11.0,360.0,3.0
26.0,34.4,29.5,73.0,1.0,5.9,10.0,360.0,3.0
25.0,34.0,29.4,76.0,2.1,2.7,10.0,225.0,5.0
26.0,31.4,28.4,72.0,0.0,1.6,10.0,225.0,6.0
26.0,33.8,29.5,71.0,0.0,4.7,12.0,225.0,5.0
27.0,35.2,30.1,72.0,0.0,6.0,10.0,315.0,3.0
27.0,34.6,30.1,73.0,0.0,4.5,7.0,315.0,5.0
26.0,35.0,30.2,70.0,0.3,6.2,12.0,360.0,5.0
26.0,32.6,28.7,76.0,0.0,5.8,8.0,45.0,4.0
27.0,35.6,29.4,68.0,0.0,6.6,13.0,270.0,4.0
27.0,34.4,29.7,70.0,0.0,4.4,11.0,360.0,4.0
27.0,35.0,30.0,71.0,0.0,0.0,10.0,360.0,4.0
26.0,33.7,29.9,73.0,0.0,5.0,6.0,315.0,3.0
27.0,35.2,29.7,70.0,0.0,4.9,9.0,360.0,3.0
25.0,33.8,29.3,74.0,5.9,6.4,8.0,360.0,4.0
26.0,33.0,28.3,80.0,0.0,7.0,10.0,315.0,3.0
25.0,32.2,27.3,82.0,11.5,2.4,6.0,360.0,2.0
26.0,33.5,29.0,78.0,0.0,6.6,10.0,315.0,4.0
26.0,34.1,29.9,73.0,4.5,5.7,6.0,360.0,3.0
25.0,34.4,29.5,80.0,0.6,5.3,8.0,360.0,3.0
25.0,34.0,29.5,78.0,2.6,3.1,10.0,90.0,5.0
25.0,33.4,30.0,81.0,0.0,3.2,9.0,45.0,4.0
25.0,33.2,28.1,75.0,4.6,3.2,10.0,270.0,3.0
25.0,32.6,28.2,76.0,0.0,2.7,12.0,315.0,4.0
24.0,31.4,26.4,86.0,15.8,1.9,5.0,135.0,2.0
25.0,32.8,30.6,76.0,0.0,4.4,7.0,360.0,4.0
24.0,32.6,28.2,68.0,1.1,3.4,7.0,90.0,4.0
23.0,33.0,28.1,58.0,0.0,4.9,11.0,315.0,5.0
24.0,34.6,28.3,48.0,0.0,5.3,11.0,225.0,7.0
25.0,33.0,28.0,58.0,0.0,4.6,10.0,315.0,5.0
25.0,32.5,28.9,63.0,0.0,3.5,6.0,270.0,3.0
26.0,33.1,28.8,58.0,0.0,4.1,9.0,360.0,3.0
26.0,33.4,28.9,68.0,0.0,3.5,11.0,360.0,4.0
26.0,33.8,29.5,71.0,0.0,3.8,10.0,360.0,4.0
27.0,35.6,30.0,67.0,0.0,3.1,12.0,45.0,4.0
24.0,32.4,29.3,71.0,18.6,0.0,7.0,315.0,4.0
24.0,30.6,27.0,86.0,0.5,0.7,5.0,45.0,2.0
24.0,26.7,25.6,90.0,2.2,0.0,7.0,90.0,3.0
25.0,33.8,27.9,76.0,0.0,3.5,10.0,360.0,5.0
25.0,29.6,27.1,79.0,0.0,0.0,7.0,90.0,3.0
25.0,34.0,29.8,72.0,0.5,3.2,9.0,45.0,5.0
23.0,32.6,28.9,74.0,30.7,2.8,10.0,360.0,3.0
24.0,33.2,27.6,76.0,0.0,3.1,12.0,360.0,4.0
25.0,33.5,28.1,65.0,0.0,3.3,11.0,45.0,6.0
25.0,34.0,28.6,65.0,0.0,3.0,11.0,90.0,5.0
26.0,33.5,28.6,69.0,0.0,2.6,10.0,90.0,4.0
26.0,32.9,28.7,68.0,0.0,2.6,10.0,45.0,3.0
26.0,33.1,28.8,73.0,1.3,1.9,8.0,360.0,4.0
25.0,32.5,28.4,74.0,0.0,2.5,7.0,360.0,4.0
25.0,32.6,28.1,66.0,0.0,3.2,10.0,315.0,4.0
25.0,32.2,28.0,68.0,0.0,2.4,8.0,315.0,3.0
26.0,34.3,28.9,67.0,0.0,3.1,11.0,360.0,5.0
26.0,34.8,29.1,68.0,0.0,2.9,11.0,90.0,5.0
26.0,32.9,28.8,71.0,0.0,0.3,11.0,360.0,4.0
25.0,31.8,27.8,74.0,0.0,3.0,11.0,270.0,4.0
25.0,32.6,28.4,69.0,2.8,1.0,10.0,360.0,4.0
24.0,32.2,28.0,65.0,0.0,0.5,8.0,315.0,4.0
24.0,32.8,27.2,64.0,0.0,3.5,7.0,90.0,4.0
26.0,32.9,28.8,70.0,0.0,5.3,11.0,315.0,4.0
24.0,29.5,27.6,77.0,25.4,4.6,8.0,45.0,4.0
26.0,33.0,28.7,71.0,0.0,3.5,11.0,45.0,4.0
26.0,33.8,29.1,70.0,0.0,4.1,13.0,90.0,5.0
26.0,32.6,28.6,73.0,0.0,3.5,10.0,90.0,5.0
25.0,33.0,28.6,74.0,0.0,3.8,10.0,45.0,5.0
25.0,32.9,28.6,73.0,0.0,3.1,10.0,360.0,3.0
26.0,33.3,28.7,74.0,0.0,0.0,8.0,360.0,4.0
25.0,31.6,27.9,75.0,0.0,0.7,6.0,360.0,3.0
25.0,32.4,27.6,72.0,0.0,0.0,7.0,270.0,3.0
25.0,32.8,28.2,72.0,0.0,3.5,7.0,360.0,3.0
24.0,31.8,27.2,79.0,10.0,0.0,6.0,45.0,2.0
24.0,32.5,27.2,79.0,0.0,3.2,10.0,45.0,4.0
25.0,31.0,27.7,78.0,0.5,2.8,8.0,90.0,4.0
25.0,34.0,28.7,70.0,0.7,3.1,10.0,45.0,4.0
25.0,34.4,28.4,73.0,0.0,3.3,14.0,45.0,5.0
25.0,33.6,28.2,72.0,0.0,3.0,10.0,45.0,5.0
26.0,33.4,28.5,74.0,0.0,2.6,9.0,45.0,5.0
25.0,33.5,28.7,66.0,0.0,2.6,12.0,90.0,5.0
25.0,33.6,28.1,65.0,0.0,1.9,10.0,45.0,4.0
25.0,33.4,28.3,72.0,0.0,2.5,12.0,360.0,5.0
26.0,33.2,28.6,70.0,0.0,3.2,12.0,360.0,5.0
26.0,34.0,29.1,68.0,0.0,2.5,12.0,360.0,6.0
26.0,33.6,28.5,72.0,0.0,3.1,10.0,45.0,4.0
26.0,32.5,28.9,71.0,0.0,2.9,10.0,360.0,4.0
26.0,33.0,28.6,70.0,0.0,0.3,10.0,315.0,3.0
25.0,33.8,28.7,69.0,0.0,3.0,11.0,360.0,4.0
25.0,33.4,28.1,72.0,0.0,1.0,10.0,360.0,4.0
25.0,33.8,28.8,70.0,0.0,0.5,12.0,90.0,4.0
26.0,34.6,29.0,69.0,0.0,3.5,10.0,360.0,4.0
25.0,32.8,28.7,67.0,0.0,0.0,8.0,360.0,3.0
24.0,33.2,28.2,66.0,0.0,6.5,9.0,310.0,3.0
25.0,34.7,28.6,66.0,0.0,6.2,11.0,10.0,4.0
25.0,33.5,28.6,69.0,0.0,7.6,12.0,10.0,5.0
24.0,34.8,28.9,67.0,0.0,6.9,12.0,20.0,5.0
25.0,33.8,28.0,67.0,0.0,5.2,9.0,10.0,3.0
25.0,34.3,28.6,64.0,0.0,5.0,10.0,10.0,3.0
25.0,33.8,28.4,58.0,0.0,5.7,8.0,30.0,3.0
25.0,32.8,28.1,65.0,0.0,3.0,9.0,30.0,3.0
24.0,32.8,28.1,64.0,0.0,4.3,10.0,20.0,4.0
25.0,35.2,28.6,64.0,0.0,6.6,10.0,120.0,4.0
26.0,32.5,28.3,66.0,0.5,4.8,9.0,340.0,3.0
25.0,32.7,28.4,70.0,0.0,3.0,8.0,10.0,4.0
25.0,34.2,28.8,66.0,0.0,8.0,11.0,350.0,4.0
23.0,32.6,28.4,68.0,10.4,7.5,9.0,350.0,4.0
25.0,33.0,27.7,74.0,0.0,7.6,10.0,30.0,3.0
25.0,34.0,28.5,65.0,0.0,7.5,13.0,30.0,5.0
24.0,32.9,28.4,70.0,0.0,6.0,10.0,80.0,4.0
25.0,33.3,28.4,64.0,0.0,6.3,11.0,80.0,4.0
25.0,33.3,28.3,65.0,0.0,8.0,11.0,360.0,5.0
25.0,34.0,29.0,67.0,0.0,6.9,11.0,40.0,6.0
26.0,34.4,30.3,69.0,0.0,7.7,14.0,50.0,6.0
26.0,34.2,29.0,74.0,0.0,7.2,10.0,10.0,5.0
26.0,34.6,28.8,67.0,0.0,8.0,12.0,20.0,5.0
25.0,34.7,29.1,63.0,0.0,8.0,10.0,10.0,3.0
26.0,33.6,28.5,62.0,0.0,7.6,10.0,360.0,4.0
26.0,34.2,29.5,60.0,0.0,6.2,10.0,360.0,4.0
25.0,33.8,28.9,69.0,0.0,7.0,13.0,10.0,6.0
25.0,34.4,28.5,64.0,0.0,7.0,13.0,40.0,4.0
25.0,33.3,28.1,65.0,0.0,8.0,9.0,320.0,3.0
25.0,34.9,28.7,65.0,0.0,8.0,12.0,120.0,3.0
26.0,34.2,28.5,64.0,0.0,8.0,10.0,350.0,5.0
25.0,34.2,29.2,84.0,0.0,7.5,7.0,360.0,5.0
26.0,34.0,28.8,83.0,0.0,8.0,10.0,360.0,4.0
26.0,35.4,29.7,86.0,0.0,7.2,13.0,360.0,6.0
25.0,34.7,29.1,88.0,0.0,7.3,10.0,360.0,4.0
26.0,34.3,29.0,82.0,0.0,8.0,11.0,360.0,4.0
26.0,34.2,29.0,89.0,0.0,8.0,10.0,360.0,3.0
26.0,34.6,29.3,85.0,0.0,8.0,11.0,360.0,4.0
25.0,34.6,29.4,86.0,0.0,8.0,11.0,360.0,5.0
25.0,34.6,28.8,72.0,0.0,8.0,11.0,360.0,5.0
26.0,34.0,29.5,72.0,0.0,8.0,10.0,360.0,4.0
26.0,35.1,29.5,69.0,0.0,8.0,12.0,45.0,4.0
26.0,35.2,29.4,71.0,0.0,8.0,13.0,45.0,4.0
26.0,34.2,29.5,76.0,0.0,8.0,11.0,360.0,5.0
26.0,35.2,29.7,66.0,0.0,8.0,16.0,360.0,6.0
26.0,35.2,29.5,86.0,0.0,7.0,12.0,45.0,6.0
26.0,33.2,28.9,88.0,0.0,4.1,11.0,45.0,5.0
26.0,34.3,29.4,83.0,0.0,8.0,11.0,360.0,6.0
26.0,34.6,29.3,88.0,0.0,8.0,11.0,45.0,5.0
27.0,34.8,29.8,81.0,0.0,8.0,13.0,45.0,4.0
26.0,34.0,29.6,86.0,0.0,8.0,15.0,360.0,4.0
26.0,35.2,29.7,88.0,0.0,8.0,11.0,360.0,5.0
27.0,33.0,29.0,79.0,0.0,6.4,11.0,360.0,5.0
27.0,35.3,30.2,72.0,0.0,8.0,10.0,360.0,4.0
26.0,34.8,30.1,78.0,0.0,6.3,11.0,360.0,3.0
27.0,34.2,29.9,80.0,0.0,7.6,11.0,360.0,3.0
26.0,35.0,29.8,79.0,5.4,6.9,11.0,360.0,4.0
26.0,34.4,29.1,85.0,0.0,6.6,9.0,360.0,3.0
26.0,34.3,29.6,79.0,0.0,7.5,10.0,360.0,5.0
27.0,35.3,30.0,84.0,0.0,7.7,10.0,45.0,4.0
26.0,34.4,29.6,88.0,0.0,8.0,10.0,360.0,3.0
26.0,33.4,29.2,70.0,0.4,6.8,10.0,360.0,3.0
24.0,35.0,30.0,68.0,12.8,6.7,11.0,45.0,4.0
24.0,33.6,28.7,75.0,10.0,6.7,10.0,360.0,3.0
25.0,34.2,27.6,75.0,3.4,7.8,10.0,315.0,3.0
24.0,34.3,29.1,62.0,9.6,7.2,8.0,360.0,3.0
25.0,34.4,28.6,70.0,0.0,7.4,10.0,360.0,4.0
26.0,34.2,29.0,62.0,0.0,7.4,11.0,360.0,4.0
26.0,33.8,29.2,67.0,0.0,6.9,10.0,360.0,3.0
27.0,34.8,29.7,65.0,0.0,7.8,8.0,360.0,3.0
26.0,33.9,29.9,68.0,0.0,7.9,9.0,360.0,3.0
25.0,35.3,29.9,70.0,0.0,7.8,15.0,360.0,4.0
26.0,34.6,29.6,66.0,0.0,7.6,10.0,360.0,3.0
26.0,34.2,30.3,64.0,0.0,7.1,9.0,360.0,4.0
27.0,35.4,30.2,65.0,0.0,7.2,9.0,315.0,4.0
26.0,35.4,30.8,61.0,0.0,7.7,10.0,360.0,4.0
27.0,34.5,29.8,63.0,0.0,5.1,11.0,360.0,4.0
26.0,35.2,30.0,63.0,0.0,7.0,8.0,360.0,3.0
26.0,35.4,30.0,63.0,0.0,7.3,10.0,360.0,4.0
25.0,34.4,29.6,66.0,7.9,2.4,10.0,360.0,3.0
26.0,34.2,29.3,74.0,0.0,8.0,11.0,360.0,4.0
27.0,36.0,30.9,66.0,0.0,8.0,14.0,360.0,6.0
27.0,35.6,30.9,72.0,0.0,7.7,10.0,360.0,4.0
27.0,35.1,30.8,71.0,0.0,3.5,11.0,360.0,4.0
27.0,35.0,30.8,70.0,0.0,7.3,11.0,360.0,3.0
27.0,35.7,30.8,68.0,0.0,2.6,10.0,360.0,5.0
28.0,37.0,31.2,63.0,0.0,6.7,12.0,360.0,5.0
25.0,36.2,31.1,67.0,8.9,7.7,13.0,360.0,4.0
26.0,35.5,29.6,76.0,0.0,8.0,13.0,45.0,4.0
27.0,35.5,30.7,67.0,0.0,3.6,6.0,360.0,3.0
27.0,35.0,30.6,68.0,0.0,5.2,10.0,360.0,4.0
27.0,35.0,30.2,72.0,0.0,8.0,10.0,360.0,4.0
27.0,35.8,31.6,67.0,0.0,6.8,10.0,360.0,4.0
25.0,36.2,30.8,69.0,0.0,6.7,9.0,135.0,4.0
27.0,35.0,30.8,67.2,0.0,6.7,8.0,360.0,3.0
26.0,35.7,30.9,68.0,0.0,7.8,10.0,360.0,5.0
27.0,35.2,30.5,70.0,0.0,7.2,1.0,360.0,4.0
27.0,34.2,30.2,74.0,0.0,7.4,11.0,360.0,4.0
27.0,34.8,30.0,67.0,0.0,7.4,10.0,360.0,2.0
27.0,35.4,30.1,71.0,0.0,6.9,5.0,360.0,4.0
28.0,35.2,30.1,71.0,0.0,7.8,10.0,360.0,3.0
25.0,34.1,30.3,73.0,17.4,7.9,9.0,360.0,5.0
26.0,34.2,28.9,83.0,0.0,7.8,10.0,360.0,4.0
27.0,34.8,30.1,74.0,0.0,7.6,12.0,360.0,4.0
27.0,36.0,30.7,72.0,0.0,7.1,10.0,360.0,3.0
27.0,36.2,30.5,71.0,0.0,7.2,6.0,135.0,3.0
26.0,36.1,30.8,68.0,0.0,7.7,9.0,360.0,4.0
27.0,36.1,30.9,70.0,0.0,5.1,10.0,360.0,3.0
27.0,36.2,31.1,67.0,0.0,7.0,8.0,360.0,3.0
27.0,34.4,30.3,71.0,0.0,7.3,10.0,360.0,2.0
27.0,34.6,30.1,70.0,0.0,2.4,7.0,360.0,3.0
27.0,33.8,29.4,72.0,0.0,8.0,11.0,360.0,4.0
25.0,27.9,27.1,84.0,6.0,8.0,10.0,360.0,3.0
26.0,33.4,29.0,76.0,0.0,7.7,6.0,360.0,4.0
24.0,32.8,27.5,82.0,7.3,3.5,11.0,360.0,3.0
25.0,32.0,28.3,80.0,0.0,7.3,11.0,360.0,3.0
25.0,32.8,28.1,81.0,0.1,2.6,11.0,360.0,3.0
24.0,34.6,29.1,76.0,27.2,6.7,10.0,360.0,4.0
26.0,34.7,27.4,78.0,9.5,7.7,8.0,360.0,5.0
25.0,33.6,28.0,82.0,14.2,8.0,10.0,45.0,3.0
24.0,28.8,25.7,92.0,73.7,3.6,8.0,360.0,4.0
25.0,32.6,27.2,84.0,1.1,5.2,9.0,360.0,5.0
25.0,29.5,27.3,79.0,0.0,0.0,13.0,225.0,5.0
26.0,31.4,28.2,79.0,0.0,0.1,12.0,270.0,6.0
26.0,34.7,30.1,67.0,0.0,6.0,11.0,180.0,5.0
25.0,34.8,29.6,63.0,0.0,3.5,11.0,225.0,6.0
26.0,32.6,28.5,74.0,0.0,6.1,13.0,270.0,6.0
26.0,31.8,28.5,76.0,0.5,1.4,10.0,315.0,4.0
26.0,31.0,28.5,79.0,0.0,0.0,14.0,270.0,6.0
26.0,34.0,29.5,74.0,0.0,7.8,10.0,225.0,4.0
27.0,34.3,29.0,72.0,0.0,6.6,9.0,270.0,5.0
25.0,35.0,29.7,70.0,36.2,7.8,10.0,360.0,4.0
26.0,33.0,29.2,78.0,7.6,5.4,11.0,360.0,4.0
26.0,33.4,28.7,76.0,0.0,6.5,9.0,315.0,4.0
26.0,30.8,27.8,80.0,2.2,0.0,10.0,270.0,5.0
25.0,31.8,27.9,81.0,5.6,1.7,10.0,270.0,5.0
26.0,31.7,27.6,84.0,0.3,0.3,8.0,315.0,3.0
26.0,31.8,28.3,80.0,0.0,0.8,11.0,315.0,4.0
26.0,31.0,28.4,81.0,0.0,0.0,8.0,315.0,2.0
25.0,31.9,28.5,82.0,15.2,3.3,10.0,315.0,3.0
26.0,33.2,28.5,78.0,0.0,8.0,10.0,315.0,3.0
25.0,32.6,29.0,76.0,17.1,6.1,13.0,315.0,3.0
26.0,31.9,28.5,78.0,0.0,1.2,10.0,315.0,4.0
26.0,32.6,28.1,81.0,0.0,0.9,11.0,270.0,4.0
25.0,30.2,28.1,78.0,0.0,0.0,10.0,225.0,3.0
24.0,32.9,28.4,79.0,50.2,3.8,11.0,315.0,5.0
23.0,29.0,26.0,90.0,22.6,0.0,10.0,315.0,4.0
25.0,30.7,26.7,86.0,3.5,0.7,11.0,270.0,6.0
