TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG
25.0,32.1,27.9,81.0,0.0,4.0,4.0,90.0,3.0
26.0,32.0,28.8,77.0,0.0,2.1,4.0,360.0,3.0
27.0,32.6,29.1,79.0,0.0,3.5,3.0,90.0,3.0
27.0,33.2,29.3,72.0,0.0,6.3,3.0,360.0,2.0
27.0,33.0,29.2,72.0,0.0,6.0,3.0,360.0,3.0
27.0,33.2,29.3,72.0,0.0,6.0,4.0,360.0,3.0
27.0,33.8,29.7,68.0,0.0,4.0,6.0,360.0,3.0
26.0,31.4,28.6,77.0,0.0,1.1,4.0,90.0,3.0
26.0,32.2,28.2,83.0,9.7,3.2,4.0,360.0,3.0
26.0,33.6,29.1,76.0,0.0,6.0,4.0,90.0,3.0
26.0,33.8,28.6,78.0,17.0,5.0,4.0,270.0,3.0
26.0,34.0,29.1,73.0,0.0,6.0,6.0,45.0,4.0
25.0,33.8,29.7,75.0,5.1,5.9,7.0,90.0,4.0
25.0,33.8,29.4,74.0,0.0,6.0,4.0,360.0,3.0
26.0,33.4,29.7,67.0,0.0,5.3,3.0,360.0,3.0
27.0,34.4,29.4,68.0,0.0,6.0,4.0,90.0,3.0
25.0,33.0,29.7,70.0,0.0,3.3,5.0,90.0,3.0
25.0,33.8,29.0,72.0,0.0,6.0,6.0,90.0,3.0
26.0,33.2,28.7,69.0,0.0,5.6,4.0,90.0,3.0
26.0,34.4,29.3,66.0,0.0,6.1,6.0,90.0,4.0
27.0,33.6,29.0,72.0,0.1,4.0,4.0,360.0,3.0
26.0,34.6,29.8,70.0,0.0,5.3,5.0,90.0,3.0
26.0,34.2,29.9,70.0,0.0,4.6,2.0,90.0,2.0
24.0,30.8,26.4,81.0,5.4,0.2,5.0,360.0,3.0
26.0,32.2,28.3,74.0,0.0,0.4,5.0,235.0,2.0
24.0,32.6,29.0,77.0,0.0,4.0,5.0,350.0,3.0
26.0,34.0,29.3,72.0,0.0,4.3,3.0,80.0,3.0
25.0,32.4,28.9,75.0,17.0,0.5,3.0,80.0,2.0
25.0,30.0,27.2,84.0,1.0,0.0,3.0,20.0,2.0
23.0,32.8,28.8,76.0,42.6,3.0,7.0,90.0,3.0
26.0,32.4,27.8,80.0,0.0,3.5,4.0,70.0,3.0
24.0,34.6,29.7,74.0,6.3,5.2,5.0,90.0,3.0
24.0,31.2,27.2,82.0,0.0,0.0,2.0,70.0,2.0
27.0,32.2,28.6,82.0,0.0,1.5,3.0,70.0,2.0
25.0,32.5,29.0,76.0,0.0,0.0,5.0,70.0,3.0
26.0,32.8,28.4,72.0,0.0,2.3,4.0,50.0,3.0
26.0,32.6,29.4,72.0,0.0,3.1,5.0,90.0,3.0
25.0,33.4,28.7,77.0,0.0,4.0,3.0,360.0,2.0
25.0,32.4,28.4,78.0,0.0,3.8,3.0,50.0,2.0
26.0,33.4,30.1,67.0,0.0,5.5,3.0,40.0,2.0
26.0,33.6,28.8,68.0,0.0,6.0,5.0,120.0,3.0
26.0,33.6,29.2,66.0,0.0,6.4,6.0,150.0,4.0
26.0,33.2,28.9,69.0,0.0,6.0,6.0,90.0,3.0
26.0,33.6,29.1,67.0,0.0,6.0,4.0,60.0,3.0
26.0,33.2,29.1,72.0,0.0,5.3,5.0,120.0,3.0
27.0,33.8,29.1,72.0,0.0,6.0,4.0,110.0,3.0
26.0,34.0,29.3,72.0,0.0,5.5,6.0,120.0,3.0
27.0,34.0,29.0,71.0,0.0,5.0,5.0,90.0,3.0
26.0,33.4,28.9,70.0,0.0,6.0,5.0,110.0,3.0
25.0,33.0,28.5,70.0,0.0,6.0,4.0,90.0,3.0
26.0,33.0,28.7,69.0,0.0,4.5,4.0,60.0,3.0
25.0,33.0,28.1,69.0,0.0,5.0,3.0,60.0,2.0
25.0,33.0,28.6,67.0,0.0,5.3,4.0,50.0,3.0
25.0,33.4,28.6,67.0,0.0,5.7,4.0,60.0,3.0
24.0,33.2,28.3,62.0,0.0,6.0,3.0,50.0,3.0
25.0,32.9,27.6,68.0,0.0,7.0,5.0,80.0,3.0
25.0,34.5,29.2,64.0,0.0,2.6,4.0,80.0,3.0
24.0,32.2,28.0,75.0,0.0,2.4,4.0,100.0,3.0
25.0,33.6,28.2,72.0,0.0,4.0,4.0,100.0,3.0
25.0,30.6,28.1,69.0,0.0,0.0,3.0,90.0,2.0
25.0,33.0,28.3,68.0,0.0,5.7,4.0,80.0,3.0
26.0,33.0,28.5,70.0,0.0,5.5,3.0,20.0,2.0
25.0,32.6,28.7,71.0,0.0,2.5,3.0,40.0,2.0
26.0,33.0,28.4,74.0,0.0,5.0,3.0,30.0,3.0
26.0,32.4,29.4,72.0,0.0,2.5,3.0,40.0,3.0
25.0,33.0,28.6,70.0,21.0,6.0,4.0,70.0,3.0
25.0,31.8,27.7,77.0,0.0,4.5,3.0,40.0,2.0
25.0,32.6,28.2,72.0,0.0,4.2,6.0,100.0,3.0
26.0,32.8,28.4,71.0,0.0,5.7,3.0,100.0,2.0
26.0,33.8,28.7,71.0,0.0,6.5,4.0,60.0,3.0
25.0,33.2,28.5,69.0,0.0,6.0,4.0,70.0,3.0
24.0,32.0,28.5,69.0,0.0,1.6,3.0,30.0,2.0
25.0,32.8,28.0,74.0,0.0,6.0,3.0,20.0,2.0
25.0,32.2,28.0,76.0,0.0,1.4,3.0,90.0,2.0
25.0,32.6,28.2,76.0,0.0,6.2,3.0,60.0,2.0
25.0,33.8,28.7,75.0,0.0,7.0,4.0,30.0,3.0
25.0,32.6,28.1,68.0,0.0,6.0,4.0,50.0,3.0
25.0,32.6,29.4,65.0,0.0,5.4,3.0,50.0,2.0
24.0,32.6,28.5,69.0,0.0,6.2,3.0,70.0,2.0
24.0,33.8,28.6,70.0,0.0,5.3,3.0,40.0,2.0
24.0,32.8,27.9,72.0,0.0,5.0,4.0,20.0,3.0
24.0,33.0,28.6,68.0,0.0,7.0,3.0,40.0,2.0
24.0,33.6,28.1,66.0,0.0,6.0,3.0,40.0,2.0
25.0,33.6,27.9,70.0,0.0,5.6,3.0,50.0,3.0
25.0,32.2,28.1,70.0,0.0,5.5,3.0,50.0,2.0
25.0,32.2,27.8,73.0,0.0,7.0,4.0,40.0,3.0
24.0,32.0,28.6,63.0,0.0,3.5,4.0,60.0,3.0
24.0,33.4,28.0,64.0,0.0,8.0,3.0,90.0,3.0
24.0,33.8,28.4,65.0,0.0,8.0,4.0,100.0,3.0
25.0,33.8,28.5,66.0,0.0,8.0,4.0,100.0,3.0
26.0,33.6,29.0,70.0,0.0,6.5,4.0,90.0,3.0
25.0,33.4,29.2,73.0,0.0,8.0,4.0,20.0,3.0
24.0,34.6,29.3,65.0,0.0,8.0,4.0,120.0,3.0
23.0,34.0,28.3,64.0,0.0,8.0,4.0,110.0,3.0
24.0,34.6,30.7,66.0,0.0,8.0,5.0,120.0,3.0
25.0,33.9,28.5,70.0,0.0,8.0,5.0,80.0,3.0
26.0,33.4,29.2,69.0,0.0,6.7,4.0,90.0,3.0
25.0,33.6,28.7,72.0,0.0,7.5,3.0,100.0,2.0
24.0,33.6,28.6,71.0,0.0,6.0,3.0,360.0,2.0
24.0,34.2,28.4,65.0,0.0,8.0,4.0,80.0,3.0
24.0,34.0,28.4,67.0,0.0,8.0,4.0,80.0,3.0
24.0,34.0,28.3,68.0,0.0,8.0,4.0,100.0,3.0
24.0,33.5,28.0,74.0,0.0,8.0,4.0,90.0,3.0
25.0,34.4,28.6,71.0,0.0,8.0,5.0,160.0,3.0
24.0,33.4,29.0,70.0,0.0,8.0,4.0,60.0,3.0
24.0,33.2,28.1,73.0,0.0,8.0,3.0,90.0,2.0
25.0,33.2,28.1,70.0,0.0,7.5,5.0,140.0,3.0
24.0,33.8,26.9,70.0,0.0,8.0,4.0,170.0,3.0
25.0,33.2,28.4,72.0,0.0,6.0,3.0,90.0,2.0
25.0,33.6,28.4,64.0,0.0,8.0,5.0,70.0,2.0
26.0,34.2,28.8,68.0,0.0,8.0,4.0,90.0,3.0
26.0,32.8,28.5,70.0,0.0,0.3,3.0,20.0,2.0
27.0,34.6,29.6,66.0,0.0,6.7,8.0,100.0,4.0
26.0,34.0,29.6,68.0,0.0,1.0,3.0,30.0,2.0
26.0,34.4,29.4,69.0,0.0,8.0,3.0,70.0,2.0
25.0,33.2,28.5,71.0,0.0,6.5,4.0,150.0,3.0
24.0,33.8,28.6,62.0,0.0,8.0,3.0,80.0,2.0
24.0,34.0,27.7,64.0,0.0,8.0,4.0,90.0,2.0
25.0,35.0,29.1,62.0,0.0,8.0,4.0,100.0,3.0
24.0,35.0,28.6,64.0,0.0,8.0,4.0,100.0,3.0
25.0,34.4,28.7,66.0,0.0,8.0,5.0,80.0,3.0
25.0,34.6,28.6,68.0,0.0,8.0,4.0,20.0,3.0
26.0,33.6,28.7,71.0,0.0,8.0,3.0,40.0,2.0
26.0,34.8,28.9,71.0,0.0,8.0,5.0,100.0,3.0
25.0,34.0,29.1,70.0,0.0,8.0,4.0,50.0,3.0
25.0,34.2,28.5,77.0,0.0,7.3,5.0,100.0,3.0
25.0,34.0,29.1,70.0,0.0,8.0,3.0,130.0,2.0
25.0,34.8,28.7,61.0,0.0,8.0,4.0,50.0,3.0
25.0,34.6,29.2,64.0,0.0,8.0,4.0,260.0,3.0
24.0,33.4,28.7,69.0,0.0,8.0,3.0,40.0,2.0
25.0,33.4,28.4,72.0,0.0,8.0,3.0,20.0,2.0
26.0,34.0,29.3,71.0,0.0,8.0,3.0,20.0,2.0
26.0,34.0,29.4,69.0,0.0,5.4,4.0,90.0,3.0
27.0,33.4,29.4,71.0,0.0,5.0,3.0,20.0,2.0
25.0,33.6,29.5,70.0,0.0,7.0,3.0,50.0,3.0
26.0,33.4,29.1,71.0,0.0,2.0,3.0,30.0,2.0
25.0,33.6,29.1,72.0,0.0,2.2,3.0,10.0,2.0
25.0,34.2,29.1,67.0,19.2,8.0,3.0,20.0,3.0
25.0,32.6,28.5,80.0,0.0,2.0,4.0,350.0,3.0
25.0,32.8,29.0,73.0,0.3,4.6,3.0,340.0,2.0
27.0,32.2,28.4,75.0,0.0,1.5,2.0,80.0,2.0
25.0,33.4,29.5,72.0,0.0,2.0,4.0,20.0,3.0
24.0,34.0,29.3,69.0,0.0,6.0,4.0,40.0,2.0
24.0,33.6,28.4,71.0,0.0,7.2,3.0,90.0,2.0
26.0,34.2,29.2,68.0,0.0,6.5,3.0,80.0,2.0
27.0,34.4,29.7,72.0,0.0,8.0,3.0,100.0,2.0
28.0,36.0,30.3,72.0,0.0,8.0,4.0,90.0,3.0
24.0,34.2,29.8,75.0,0.0,0.1,4.0,90.0,3.0
25.0,34.8,29.2,68.0,12.5,6.0,4.0,360.0,2.0
24.0,33.6,28.7,73.0,5.2,7.8,8.0,90.0,2.0
25.0,33.8,28.8,76.0,0.0,6.8,5.0,325.0,3.0
25.0,33.8,29.0,72.0,0.0,4.4,3.0,90.0,2.0
25.0,33.0,28.8,71.0,0.0,4.1,3.0,45.0,2.0
26.0,33.2,29.0,72.0,0.0,2.5,3.0,45.0,2.0
25.0,35.0,30.3,70.0,0.0,8.0,4.0,45.0,3.0
26.0,34.4,29.4,71.0,0.0,8.0,3.0,45.0,2.0
25.0,34.4,29.6,70.0,0.0,7.0,2.0,360.0,2.0
26.0,34.2,29.2,71.0,0.0,8.0,5.0,90.0,3.0
25.0,35.4,30.4,64.0,0.0,8.0,4.0,90.0,3.0
26.0,35.2,30.1,71.0,0.0,7.5,6.0,90.0,3.0
26.0,34.4,30.2,72.0,0.0,5.0,3.0,90.0,2.0
27.0,36.2,30.7,66.0,0.0,8.0,6.0,90.0,4.0
26.0,34.4,30.0,70.0,0.0,3.8,3.0,30.0,2.0
27.0,34.8,29.7,70.0,0.0,4.0,4.0,90.0,3.0
26.0,33.0,29.1,75.0,1.1,0.5,4.0,80.0,3.0
25.0,33.2,28.6,78.0,0.0,0.5,3.0,140.0,2.0
26.0,33.4,28.8,78.0,0.0,5.6,3.0,90.0,2.0
25.0,34.0,29.3,71.0,0.0,4.0,3.0,60.0,2.0
27.0,34.6,29.6,61.0,0.0,8.0,3.0,80.0,2.0
27.0,34.6,29.8,64.0,0.0,8.0,4.0,40.0,3.0
25.0,34.6,30.2,71.0,0.0,0.0,4.0,60.0,3.0
26.0,35.0,30.0,68.0,0.0,6.5,4.0,90.0,2.0
26.0,31.0,28.2,80.0,0.4,0.0,3.0,90.0,2.0
27.0,34.4,29.7,69.0,0.0,0.5,4.0,110.0,3.0
27.0,35.4,30.7,70.0,0.2,6.5,4.0,90.0,3.0
25.0,32.4,28.2,82.0,0.8,2.0,4.0,40.0,2.0
26.0,35.2,29.0,74.0,0.0,7.8,3.0,50.0,2.0
24.0,35.2,28.2,71.0,0.0,7.7,3.0,90.0,2.0
26.0,34.6,29.6,73.0,1.0,1.4,4.0,70.0,3.0
26.0,30.2,27.7,86.0,0.9,0.0,2.0,50.0,2.0
24.0,33.6,28.4,81.0,2.3,0.3,4.0,330.0,3.0
25.0,32.4,27.8,83.0,0.4,1.4,5.0,210.0,2.0
26.0,34.0,29.3,72.0,0.0,1.5,3.0,190.0,2.0
26.0,34.0,29.4,68.0,1.2,1.5,4.0,60.0,3.0
25.0,34.8,30.1,71.0,7.2,4.5,3.0,120.0,2.0
26.0,35.0,29.3,78.0,0.0,4.6,3.0,220.0,2.0
25.0,36.0,30.5,72.0,0.0,6.5,5.0,210.0,3.0
26.0,34.0,28.9,73.0,0.0,3.0,6.0,150.0,3.0
24.0,33.4,29.4,74.0,20.7,1.2,3.0,210.0,3.0
24.0,32.6,27.6,84.0,1.2,0.3,4.0,50.0,3.0
26.0,33.6,27.6,78.0,0.0,1.5,4.0,310.0,3.0
26.0,35.4,28.8,74.0,0.0,6.0,3.0,20.0,2.0
25.0,35.2,29.7,76.0,0.0,5.0,7.0,120.0,2.0
25.0,35.2,29.7,73.0,6.6,6.0,4.0,80.0,3.0
24.0,30.2,26.2,90.0,105.2,0.0,6.0,340.0,3.0
24.0,32.8,26.6,86.0,58.6,0.0,3.0,290.0,2.0
25.0,33.2,28.3,81.0,0.0,6.0,3.0,280.0,3.0
24.0,33.2,29.2,76.0,7.4,2.4,3.0,20.0,2.0
25.0,32.4,27.5,84.0,13.6,3.0,9.0,280.0,2.0
24.0,33.4,27.8,81.0,41.7,4.7,7.0,230.0,3.0
25.0,33.2,27.3,84.0,9.4,5.2,7.0,110.0,3.0
26.0,30.6,27.5,84.0,0.0,1.2,5.0,100.0,3.0
25.0,29.8,27.7,82.0,6.4,0.0,5.0,110.0,3.0
26.0,33.8,29.0,78.0,0.0,8.0,3.0,50.0,2.0
26.0,34.4,29.5,75.0,0.0,8.0,4.0,310.0,2.0
24.0,33.6,28.3,76.0,2.4,3.7,9.0,320.0,3.0
24.0,34.2,29.0,78.0,28.5,6.2,5.0,310.0,2.0
26.0,34.0,29.1,76.0,0.0,8.0,4.0,320.0,2.0
26.0,34.0,29.3,78.0,1.5,4.0,6.0,320.0,3.0
26.0,34.0,29.2,72.0,0.0,6.0,4.0,310.0,3.0
25.0,31.6,28.8,72.0,1.8,0.5,4.0,310.0,3.0
25.0,33.6,27.6,78.0,12.0,1.4,5.0,320.0,3.0
25.0,32.0,26.2,88.0,4.3,1.3,3.0,320.0,2.0
26.0,33.0,27.9,79.0,3.0,4.5,5.0,320.0,3.0
25.0,33.2,28.7,77.0,0.0,3.3,5.0,90.0,3.0
25.0,33.4,28.8,77.0,0.0,8.0,3.0,320.0,2.0
26.0,33.8,28.5,76.0,1.1,6.0,6.0,320.0,3.0
25.0,31.0,27.8,78.0,3.2,0.0,4.0,325.0,2.0
25.0,31.4,28.0,83.0,0.0,0.0,3.0,320.0,2.0
24.0,31.8,28.3,76.0,2.5,1.0,5.0,320.0,3.0
25.0,32.2,27.2,87.0,15.6,2.0,3.0,320.0,3.0
26.0,34.4,29.2,75.0,0.0,6.6,5.0,310.0,4.0
25.0,32.2,28.3,81.0,0.0,3.0,5.0,320.0,3.0
25.0,32.8,28.0,79.0,3.7,3.0,4.0,300.0,3.0
24.0,34.2,27.6,78.0,12.0,3.8,6.0,310.0,3.0
26.0,35.4,29.6,72.0,0.0,8.0,6.0,320.0,4.0
26.0,33.4,28.5,78.0,2.0,5.2,4.0,320.0,2.0
24.0,32.6,27.3,80.0,45.7,3.0,8.0,310.0,3.0
24.0,33.0,27.2,82.0,42.2,0.4,4.0,300.0,3.0
24.0,33.6,27.1,84.0,0.7,3.8,5.0,320.0,3.0
25.0,31.4,28.0,77.0,0.0,1.2,6.0,320.0,3.0
25.0,32.6,27.7,84.0,54.2,4.0,11.0,320.0,3.0
25.0,32.0,28.2,76.0,0.0,1.0,5.0,320.0,3.0
26.0,33.6,29.4,73.0,0.0,4.3,7.0,320.0,3.0
25.0,30.8,27.7,82.0,17.6,0.0,4.0,320.0,3.0
26.0,32.2,27.3,82.0,3.0,2.6,6.0,320.0,3.0
25.0,33.6,28.2,80.0,1.1,3.5,8.0,320.0,4.0
25.0,31.2,28.3,76.0,0.0,1.0,6.0,360.0,3.0
24.0,31.8,26.2,91.0,1.7,3.5,6.0,310.0,3.0
25.0,31.4,27.9,79.0,0.0,1.2,4.0,300.0,3.0
26.0,32.6,28.6,79.0,1.3,3.5,5.0,320.0,4.0
25.0,30.2,26.3,86.0,34.4,0.4,9.0,270.0,5.0
24.0,30.8,26.6,82.0,6.4,4.8,7.0,270.0,4.0
23.0,29.8,26.5,84.0,0.0,0.4,8.0,290.0,5.0
23.0,32.6,27.6,79.0,3.5,2.8,5.0,240.0,3.0
24.0,29.0,26.4,86.0,7.4,0.5,8.0,250.0,5.0
24.0,27.0,24.7,93.0,22.3,1.0,10.0,280.0,4.0
23.0,32.6,26.6,81.0,20.0,0.0,10.0,260.0,5.0
24.0,31.4,27.5,77.0,0.0,0.0,11.0,280.0,4.0
25.0,31.6,26.6,82.0,98.1,1.7,7.0,340.0,3.0
23.0,30.6,26.8,86.0,3.0,2.2,4.0,290.0,3.0
25.0,30.2,27.3,85.0,55.7,2.0,8.0,310.0,4.0
24.0,30.0,25.7,92.0,37.9,0.0,4.0,280.0,3.0
23.0,28.8,26.3,90.0,81.0,0.0,2.0,320.0,2.0
23.0,27.6,25.2,96.0,193.4,0.0,3.0,280.0,3.0
23.0,28.4,26.2,90.0,1.4,0.0,2.0,320.0,2.0
24.0,32.2,27.8,81.0,16.6,5.6,7.0,290.0,5.0
24.0,30.4,27.5,82.0,3.4,0.5,4.0,310.0,2.0
25.0,32.0,28.6,78.0,0.0,2.2,4.0,260.0,3.0
26.0,31.2,26.8,86.0,0.0,0.0,3.0,270.0,2.0
24.0,31.2,26.5,85.0,10.2,5.4,7.0,270.0,3.0
25.0,30.2,27.3,84.0,2.3,0.0,6.0,340.0,3.0
25.0,27.8,26.0,90.0,11.6,0.0,3.0,310.0,2.0
24.0,31.0,27.2,84.0,0.0,4.5,4.0,350.0,3.0
25.0,31.4,27.7,80.0,0.0,2.5,7.0,340.0,4.0
25.0,30.0,27.2,82.0,0.8,0.2,4.0,250.0,3.0
26.0,31.2,28.0,80.0,9.5,3.8,6.0,340.0,3.0
24.0,30.4,27.1,84.0,0.0,3.0,3.0,40.0,2.0
25.0,32.4,28.2,79.0,9.4,5.0,4.0,270.0,3.0
25.0,33.6,28.7,75.0,0.1,5.7,4.0,350.0,2.0
25.0,30.2,26.9,88.0,3.3,0.8,5.0,330.0,2.0
25.0,33.0,27.0,76.0,0.0,8.0,5.0,20.0,3.0
23.0,32.2,29.1,76.0,23.0,3.0,10.0,20.0,2.0
23.0,33.4,27.9,80.0,36.6,7.5,9.0,320.0,3.0
24.0,33.0,28.6,74.0,35.6,0.8,9.0,270.0,3.0
24.0,32.8,27.9,82.0,0.0,4.4,3.0,250.0,2.0
25.0,34.0,28.2,78.0,0.0,8.0,2.0,20.0,2.0
26.0,34.0,28.8,78.0,0.1,6.2,7.0,300.0,3.0
25.0,32.6,28.0,80.0,0.5,6.0,4.0,350.0,3.0
26.0,31.8,28.3,79.0,0.0,0.8,4.0,30.0,3.0
24.0,32.0,28.5,78.0,5.8,3.6,3.0,30.0,2.0
25.0,32.8,27.5,82.0,1.8,7.7,4.0,350.0,3.0
25.0,28.8,26.3,88.0,4.9,0.0,5.0,260.0,3.0
25.0,32.8,27.9,77.0,0.0,7.0,4.0,340.0,3.0
24.0,31.4,28.4,76.0,28.1,2.0,5.0,310.0,3.0
24.0,30.4,25.9,87.0,1.6,0.0,5.0,280.0,3.0
23.0,30.4,26.5,86.0,6.0,0.3,6.0,300.0,3.0
24.0,30.4,26.6,80.0,17.7,0.4,6.0,300.0,3.0
23.0,30.6,27.9,82.0,16.9,1.5,6.0,340.0,3.0
24.0,31.8,27.6,80.0,3.4,5.5,4.0,320.0,2.0
24.0,31.2,27.8,80.0,6.3,1.6,6.0,350.0,3.0
25.0,30.0,27.0,84.0,6.0,1.3,6.0,360.0,3.0
25.0,32.2,28.3,79.0,0.0,1.5,4.0,280.0,3.0
26.0,33.6,29.1,76.0,0.0,7.0,7.0,290.0,3.0
27.0,31.0,28.2,82.0,3.0,0.3,5.0,290.0,3.0
25.0,32.6,29.1,75.0,0.2,1.0,7.0,290.0,3.0
25.0,33.8,29.4,70.0,0.0,6.0,6.0,270.0,3.0
27.0,32.8,29.4,72.0,0.3,4.0,5.0,310.0,3.0
27.0,33.0,29.6,74.0,0.0,3.5,5.0,30.0,2.0
24.0,34.0,29.5,74.0,38.0,3.5,4.0,310.0,3.0
24.0,31.0,27.2,82.0,34.0,1.0,8.0,350.0,4.0
24.0,30.6,26.9,82.0,11.8,1.8,3.0,260.0,3.0
25.0,32.6,28.5,76.0,0.0,5.7,4.0,30.0,2.0
25.0,33.0,28.7,76.0,0.0,8.0,5.0,330.0,4.0
25.0,32.0,28.2,78.0,5.0,2.7,4.0,300.0,3.0
24.0,32.8,28.7,77.0,0.6,2.0,7.0,30.0,3.0
26.0,31.0,27.5,77.0,33.8,1.2,5.0,10.0,5.0
26.0,34.4,29.6,70.0,0.0,6.5,4.0,30.0,3.0
26.0,33.2,28.8,76.0,0.0,4.0,5.0,280.0,3.0
26.0,35.2,29.9,68.0,0.0,7.8,3.0,270.0,4.0
25.0,35.0,27.7,82.0,7.5,3.0,4.0,20.0,5.0
25.0,33.4,28.2,79.0,1.2,6.4,4.0,250.0,3.0
25.0,32.4,28.3,80.0,6.1,6.3,6.0,270.0,4.0
26.0,33.2,28.7,80.0,0.0,5.6,3.0,180.0,3.0
26.0,33.5,29.5,71.0,0.0,7.5,5.0,250.0,3.0
26.0,32.4,28.9,78.0,0.0,3.2,3.0,180.0,3.0
25.0,33.6,28.1,77.0,25.0,5.3,4.0,110.0,2.0
25.0,34.6,29.4,73.0,0.0,6.5,4.0,340.0,3.0
26.0,32.2,28.7,78.0,6.0,2.5,5.0,350.0,4.0
25.0,34.0,29.1,76.0,0.5,7.5,4.0,190.0,2.0
26.0,33.4,29.1,75.0,0.0,3.0,3.0,340.0,2.0
27.0,34.6,29.9,72.0,0.0,8.0,3.0,350.0,2.0
27.0,34.0,30.0,74.0,0.0,7.6,3.0,350.0,3.0
26.0,33.2,29.1,76.0,1.0,3.2,4.0,320.0,2.0
26.0,33.8,29.4,74.0,10.8,7.6,3.0,270.0,3.0
26.0,34.0,28.6,79.0,0.0,7.6,5.0,280.0,3.0
27.0,33.2,29.3,76.0,14.9,2.0,6.0,270.0,3.0
26.0,34.6,28.8,76.0,0.0,6.0,10.0,180.0,5.0
27.0,33.6,29.6,76.0,0.0,4.6,4.0,260.0,3.0
26.0,33.4,29.6,85.0,0.5,3.0,3.0,60.0,2.0
27.0,33.0,29.3,77.0,0.0,2.8,3.0,30.0,3.0
26.0,33.0,28.4,85.0,11.5,4.0,4.0,300.0,2.0
26.0,34.2,29.3,75.0,0.0,6.0,6.0,300.0,3.0
25.0,31.6,27.9,82.0,34.2,2.9,5.0,300.0,3.0
25.0,30.8,27.7,82.0,2.2,1.0,2.0,10.0,2.0
26.0,33.0,28.4,80.0,1.8,3.0,3.0,270.0,2.0
27.0,33.0,29.3,75.0,0.0,6.0,3.0,120.0,2.0
26.0,32.2,29.3,74.0,0.2,3.0,4.0,280.0,3.0
26.0,32.8,28.3,83.0,2.6,2.6,3.0,350.0,3.0
25.0,33.0,29.4,71.0,0.0,4.0,5.0,290.0,3.0
26.0,33.2,28.9,72.0,0.0,4.0,8.0,270.0,4.0
24.0,34.0,29.4,76.0,48.2,6.0,8.0,300.0,3.0
25.0,34.6,30.1,71.0,13.8,4.0,5.0,340.0,3.0
26.0,34.0,29.0,79.0,2.0,6.6,4.0,350.0,3.0
25.0,34.2,29.4,78.0,4.0,8.0,5.0,200.0,3.0
24.0,31.5,25.6,92.0,39.0,0.3,4.0,290.0,3.0
24.0,32.4,27.4,82.0,0.0,4.0,4.0,200.0,3.0
25.0,33.2,28.3,78.0,0.0,7.0,4.0,90.0,3.0
27.0,34.2,29.8,80.0,2.8,5.0,5.0,90.0,3.0
24.0,28.4,26.8,87.0,13.0,0.0,2.0,110.0,2.0
25.0,32.0,28.2,83.0,0.0,3.0,2.0,90.0,2.0
26.0,31.8,27.6,86.0,6.7,4.0,3.0,350.0,2.0
24.0,33.6,28.6,80.0,16.9,5.5,4.0,230.0,3.0
26.0,33.0,28.4,82.0,0.0,2.1,5.0,90.0,3.0
26.0,32.0,28.4,82.0,2.0,6.0,3.0,20.0,2.0
26.0,32.6,28.6,79.0,0.0,4.5,5.0,80.0,3.0
27.0,34.4,29.7,70.0,0.0,8.0,5.0,90.0,3.0
26.0,34.2,30.0,67.0,7.5,6.9,5.0,90.0,3.0
26.0,26.0,28.5,77.0,0.0,4.0,4.0,300.0,2.0
25.9,32.8,28.9,75.0,0.0,3.7,4.0,250.0,2.0
27.0,30.0,28.2,71.0,8.1,0.0,5.0,10.0,3.0
26.0,33.6,29.3,76.0,4.0,3.2,4.0,310.0,1.0
26.0,33.2,29.1,75.0,0.0,1.7,4.0,250.0,2.0
26.0,31.6,28.7,73.0,0.0,0.0,5.0,240.0,2.0
26.0,32.6,28.5,74.0,0.0,0.0,3.0,360.0,2.0
26.0,35.0,28.9,79.0,16.0,4.8,5.0,20.0,1.0
25.0,33.6,28.6,81.0,2.8,4.0,5.0,300.0,2.0
26.0,33.2,28.6,76.0,0.2,5.0,3.0,10.0,1.0
26.0,31.4,28.1,75.0,2.9,0.3,10.0,270.0,3.0
26.0,30.4,27.8,82.0,2.3,0.0,3.0,250.0,2.0
24.0,31.0,26.8,86.0,18.8,0.0,3.0,170.0,1.0
25.0,32.8,28.2,80.0,0.0,1.3,3.0,70.0,2.0
26.0,33.0,29.0,73.0,0.0,1.5,3.0,350.0,1.0
26.0,32.4,29.1,68.0,10.9,0.0,2.0,350.0,1.0
23.0,27.6,26.2,78.0,38.9,0.0,3.0,350.0,2.0
25.0,32.0,28.0,82.0,0.0,4.2,3.0,290.0,1.0
26.0,33.4,29.0,80.0,0.0,1.0,4.0,350.0,2.0
26.0,33.2,28.9,82.0,0.0,3.5,4.0,350.0,2.0
25.0,33.0,29.4,78.0,0.0,2.0,3.0,350.0,2.0
27.0,33.2,29.3,78.0,0.0,4.7,3.0,360.0,1.0
26.0,33.0,29.1,81.0,0.0,4.0,3.0,20.0,1.0
26.0,33.6,29.5,78.0,0.0,3.7,4.0,30.0,2.0
27.0,33.8,29.5,88.0,0.0,4.7,4.0,20.0,2.0
25.0,33.8,28.9,81.0,6.7,4.1,4.0,60.0,2.0
25.0,33.4,29.1,80.0,0.0,4.3,6.0,270.0,3.0
25.0,32.2,28.0,83.0,0.0,4.5,4.0,360.0,2.0
26.0,33.6,29.6,74.0,0.0,5.0,4.0,80.0,2.0
