Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-10-2024,20.4,32.8,26.2,69.0,0.0,8.0,3.0,142.0,1.0,C
02-10-2024,21.4,31.0,26.1,77.0,8888.0,7.0,2.0,140.0,0.0,C
03-10-2024,21.4,30.2,24.9,79.0,0.0,4.8,3.0,150.0,1.0,C
04-10-2024,21.6,31.0,24.9,79.0,0.0,4.7,2.0,300.0,1.0,C
05-10-2024,21.2,30.8,24.7,79.0,4.0,3.9,2.0,140.0,0.0,C
06-10-2024,20.8,32.0,25.5,72.0,6.8,5.2,3.0,130.0,1.0,C
07-10-2024,20.6,33.2,26.7,68.0,0.0,8.0,3.0,90.0,1.0,C
08-10-2024,20.5,32.4,26.8,69.0,0.0,8.0,4.0,150.0,1.0,C
09-10-2024,21.2,32.1,26.0,73.0,0.0,7.6,4.0,155.0,0.0,C
10-10-2024,21.1,30.6,24.8,79.0,0.0,5.9,2.0,260.0,0.0,C
11-10-2024,20.8,33.0,25.7,75.0,11.3,5.1,5.0,120.0,1.0,C
12-10-2024,20.4,32.7,26.0,73.0,0.0,7.4,3.0,60.0,1.0,C
13-10-2024,21.2,33.4,26.2,73.0,0.0,8.0,5.0,45.0,1.0,C
14-10-2024,21.2,33.6,25.8,74.0,0.0,7.0,3.0,140.0,1.0,C
15-10-2024,20.8,34.1,27.1,66.0,0.9,6.0,3.0,130.0,1.0,E
16-10-2024,21.8,33.6,26.6,49.0,0.0,6.7,3.0,270.0,0.0,C
17-10-2024,18.2,34.2,24.3,63.0,0.0,8.0,2.0,260.0,1.0,C
18-10-2024,18.8,32.3,24.7,70.0,0.0,8.0,2.0,270.0,1.0,C
19-10-2024,19.2,31.0,24.6,72.0,0.0,8.0,4.0,230.0,1.0,C
20-10-2024,20.6,32.4,25.4,71.0,0.0,5.4,5.0,285.0,1.0,C
21-10-2024,21.4,32.2,25.2,75.0,0.0,6.4,3.0,250.0,1.0,C
22-10-2024,21.4,33.2,25.3,74.0,0.0,6.3,4.0,270.0,0.0,C
23-10-2024,21.6,33.2,26.2,76.0,0.0,7.3,2.0,190.0,1.0,C
24-10-2024,22.0,33.0,25.0,82.0,8888.0,4.4,3.0,280.0,0.0,C
25-10-2024,21.8,32.6,25.1,79.0,12.8,7.0,2.0,90.0,0.0,C
26-10-2024,20.8,33.0,25.1,78.0,6.5,8.0,2.0,160.0,0.0,C
27-10-2024,20.6,31.4,25.8,80.0,0.2,6.5,4.0,100.0,1.0,C
28-10-2024,21.0,32.6,25.1,80.0,11.3,5.5,4.0,280.0,0.0,C
29-10-2024,20.6,34.5,26.5,72.0,9.0,7.1,3.0,120.0,1.0,C
30-10-2024,20.8,34.4,26.5,62.0,0.0,8.0,4.0,140.0,1.0,C
31-10-2024,20.2,32.2,24.8,79.0,0.0,8.0,2.0,170.0,1.0,C
