Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-03-2024,21,31.0,24.5,83.0,8888,1.6,3.0,240.0,1.0,C 
02-03-2024,21.3,30.8,24.3,83.0,27.8,4.4,4.0,200.0,1.0,C 
03-03-2024,21.8,30.0,24.6,80.0,4.8,5.0,4.0,230.0,1.0,C 
04-03-2024,21.4,29.6,24.7,81.0,0.2,2.8,2.0,240.0,0.0,C 
05-03-2024,21.5,30.6,24.7,85.0,4.8,3.2,6.0,150.0,1.0,C 
06-03-2024,21.8,30.8,24.5,88.0,11.1,3.7,3.0,280.0,0.0,C 
07-03-2024,21.6,29.4,24.6,85.0,20.2,4.1,2.0,260.0,0.0,C 
08-03-2024,21.4,30.4,25.1,76.0,1.3,1.4,5.0,230.0,2.0,W 
09-03-2024,21.8,25.8,22.6,84.0,5.2,4.0,3.0,220.0,1.0,C 
10-03-2024,21.2,28.8,24.5,80.0,2.9,0.0,3.0,240.0,0.0,C 
11-03-2024,21.4,28.0,24.1,81.0,0.4,0.5,6.0,240.0,2.0,SW
12-03-2024,21.2,28.6,24.4,74.0,9,1.2,5.0,240.0,2.0,SW
13-03-2024,20.5,26.6,23.8,83.0,0.3,6.3,4.0,240.0,1.0,C 
14-03-2024,20.8,25.4,22.3,88.0,4.9,6.0,4.0,270.0,1.0,C 
15-03-2024,21,27.4,23.2,81.0,26.7,0.3,4.0,220.0,1.0,C 
16-03-2024,20,27.7,23.7,80.0,11.1,0.4,3.0,244.0,1.0,C 
17-03-2024,21,26.2,23.0,82.0,3.2,4.7,4.0,240.0,1.0,C 
18-03-2024,21.6,30.2,24.9,71.0,4.2,1.6,4.0,270.0,2.0,W 
19-03-2024,21.2,32.2,25.5,59.0,0,7.9,5.0,230.0,1.0,C 
20-03-2024,19.3,32.4,25.7,57.0,0,8.9,4.0,290.0,1.0,C 
21-03-2024,19.7,32.0,25.7,66.0,-,8.7,4.0,270.0,1.0,C 
22-03-2024,19.4,29.8,24.9,78.0,0,8.4,2.0,171.0,0.0,C 
23-03-2024,19.5,31.0,25.7,78.0,17.3,3.9,3.0,130.0,0.0,C 
24-03-2024,21.2,31.6,26.0,76.0,1,4.5,3.0,210.0,0.0,C 
25-03-2024,-,29.6,24.4,85.0,1.2,6.7,2.0,240.0,0.0,C 
26-03-2024,21.2,29.2,24.9,82.0,32.1,4.0,2.0,136.0,0.0,C 
27-03-2024,21.4,28.0,24.3,84.0,18.8,3.5,2.0,100.0,0.0,C 
28-03-2024,20.8,29.0,23.6,84.0,4.3,3.0,2.0,70.0,0.0,C 
29-03-2024,20.6,28.8,24.3,83.0,54,4.2,4.0,206.0,0.0,C 
30-03-2024,21,32.6,25.9,76.0,8.2,4.2,3.0,230.0,0.0,C 
31-03-2024,20.6,32.0,26.1,73.0,8888,6.1,2.0,10.0,0.0,C 
