Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-08-2024,19.0,29.9,23.9,76.0,0.0,7.5,5.0,230.0,1.0,C
02-08-2024,20.2,29.2,23.9,80.0,6.4,5.7,3.0,260.0,0.0,C
03-08-2024,20.5,29.2,23.7,85.0,38.0,5.7,3.0,140.0,1.0,C
04-08-2024,20.2,31.1,24.5,74.0,8.8,4.0,3.0,80.0,1.0,E
05-08-2024,19.4,31.4,24.4,66.0,8888.0,8.0,2.0,250.0,1.0,C
06-08-2024,19.0,31.4,24.1,68.0,0.0,8.0,4.0,240.0,0.0,C
07-08-2024,19.6,32.1,24.2,65.0,0.0,8.0,2.0,100.0,0.0,C
08-08-2024,19.4,29.8,23.5,76.0,0.0,6.9,4.0,160.0,1.0,C
09-08-2024,19.8,30.6,24.9,73.0,0.0,2.5,3.0,100.0,0.0,C
10-08-2024,19.6,31.0,24.7,72.0,0.0,6.4,3.0,250.0,0.0,C
11-08-2024,20.2,31.2,24.7,69.0,0.0,7.7,2.0,110.0,0.0,C
12-08-2024,19.2,29.8,23.8,61.0,0.0,7.0,3.0,60.0,1.0,C
13-08-2024,18.4,31.6,24.1,67.0,0.0,5.7,3.0,60.0,1.0,C
14-08-2024,18.0,31.6,23.9,71.0,0.0,7.9,3.0,43.0,1.0,C
15-08-2024,17.8,31.6,24.4,67.0,0.0,7.4,3.0,130.0,0.0,C
16-08-2024,19.2,30.2,24.3,70.0,0.0,7.4,4.0,220.0,1.0,C
17-08-2024,21.2,31.0,25.2,70.0,0.0,7.4,2.0,120.0,0.0,C
18-08-2024,20.0,32.1,25.2,65.0,0.0,5.6,3.0,150.0,1.0,C
19-08-2024,18.7,33.6,25.0,67.0,0.0,7.7,3.0,40.0,0.0,C
20-08-2024,19.2,32.6,25.0,68.0,0.0,8.0,4.0,150.0,1.0,C
21-08-2024,19.8,32.4,25.1,71.0,0.0,7.9,2.0,180.0,0.0,C
22-08-2024,19.2,31.4,24.9,71.0,0.0,8.0,5.0,265.0,1.0,C
23-08-2024,20.5,31.0,25.4,75.0,0.0,6.4,2.0,250.0,0.0,C
24-08-2024,20.4,32.6,24.8,67.0,0.0,6.0,4.0,90.0,1.0,C
25-08-2024,19.2,29.8,23.8,70.0,0.0,8.0,5.0,90.0,1.0,C
26-08-2024,19.2,31.2,24.5,71.0,0.0,7.7,3.0,130.0,1.0,C
27-08-2024,19.8,31.6,24.5,65.0,0.0,8.0,3.0,110.0,1.0,C
28-08-2024,18.6,32.6,24.6,63.0,0.0,8.0,3.0,130.0,1.0,C
29-08-2024,19.2,32.0,25.1,66.0,0.0,8.0,3.0,130.0,1.0,C
30-08-2024,19.2,32.2,25.1,57.0,0.0,5.6,2.0,127.0,0.0,C
31-08-2024,19.4,32.8,25.1,64.0,0.0,8.0,3.0,300.0,1.0,C
