Hari,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car
01-09-2024,19.2,31.6,26.1,74.0,0.0,7.7,2.0,250.0,1.0,C
02-09-2024,22.2,32.6,26.6,74.0,1.5,6.8,2.0,240.0,1.0,C
03-09-2024,19.4,32.2,24.9,68.0,8888.0,6.3,4.0,260.0,1.0,W
04-09-2024,19.6,32.0,25.1,67.0,8888.0,8.0,3.0,80.0,0.0,C
05-09-2024,20.2,30.2,25.0,79.0,0.0,8.0,4.0,130.0,1.0,C
06-09-2024,21.4,32.2,25.9,72.0,8888.0,5.0,4.0,70.0,2.0,E
07-09-2024,21.2,32.0,25.2,67.0,0.0,8.0,4.0,69.0,1.0,C
08-09-2024,21.2,30.6,25.1,75.0,0.0,8.0,3.0,260.0,1.0,C
09-09-2024,21.9,31.7,23.6,84.0,8888.0,4.2,3.0,130.0,1.0,C
10-09-2024,20.1,27.4,23.1,87.0,13.5,8.0,2.0,51.0,0.0,C
11-09-2024,20.0,30.0,24.0,79.0,63.4,2.9,3.0,117.0,1.0,C
12-09-2024,20.7,32.9,25.7,68.0,8888.0,1.3,3.0,100.0,1.0,C
13-09-2024,20.4,31.6,25.0,65.0,0.0,8.0,5.0,120.0,1.0,C
14-09-2024,19.0,32.0,24.2,65.0,0.0,7.7,3.0,130.0,1.0,C
15-09-2024,16.8,31.5,24.5,63.0,0.0,7.3,3.0,46.0,1.0,C
16-09-2024,19.3,32.0,24.7,58.0,0.0,7.2,4.0,280.0,1.0,C
17-09-2024,19.6,31.6,25.4,50.0,0.0,8.0,3.0,270.0,1.0,C
18-09-2024,18.4,31.6,24.1,59.0,0.0,8.0,3.0,260.0,1.0,C
19-09-2024,18.2,32.0,24.0,60.0,0.0,8.0,4.0,323.0,0.0,C
20-09-2024,18.5,32.4,25.2,68.0,0.0,8.0,3.0,240.0,1.0,C
21-09-2024,20.2,32.1,25.6,71.0,0.0,8.0,6.0,260.0,1.0,C
22-09-2024,20.2,32.4,26.4,73.0,0.0,8.0,5.0,210.0,1.0,C
23-09-2024,22.2,28.4,25.6,80.0,8888.0,7.6,0.0,0.0,0.0,C
24-09-2024,22.6,33.1,23.6,88.0,9.2,0.6,1.0,270.0,0.0,C
25-09-2024,20.7,30.8,24.1,84.0,17.1,2.5,3.0,130.0,0.0,C
26-09-2024,20.8,30.2,24.0,78.0,28.0,4.4,4.0,250.0,0.0,C
27-09-2024,20.2,31.0,24.5,82.0,2.5,5.1,2.0,122.0,0.0,C
28-09-2024,20.2,31.6,26.1,76.0,0.3,5.7,3.0,100.0,0.0,C
29-09-2024,21.2,30.4,25.2,81.0,0.0,6.0,4.0,100.0,1.0,C
30-09-2024,21.0,32.3,25.7,72.0,8888.0,5.3,4.0,70.0,1.0,C
